id1	id2
ACVR2A	GDF11
ACVR2A	GDF15
ACVR2A	GDF1
ACVR2A	GDF2
ACVR2A	GDF3
ACVR2A	GDF5
ACVR2A	GDF6
ACVR2A	GDF7
ACVR2A	GDF9
ACVR2A	GDNF
ACVR2A	INHBA
ACVR2A	INHBB
ACVR2A	INHBC
ACVR2A	INHBE
ACVR2A	LEFTY1
ACVR2A	LEFTY2
ACVR2A	MAP3K7CL
ACVR2A	MAP3K7CL
ACVR2A	MAP3K7
ACVR2A	MAP3K7
ACVR2A	MSTN
ACVR2A	NODAL
ACVR2A	SMAD1
ACVR2A	SMAD1
ACVR2A	SMAD2
ACVR2A	SMAD2
ACVR2A	SMAD3
ACVR2A	SMAD3
ACVR2A	SMAD5
ACVR2A	SMAD5
ACVR2A	SMAD9
ACVR2A	SMAD9
ACVR2A	TGFB2
ACVR2A	TGFB3
ACVR2A	TGFBR1
ACVR2A	TLL1
ACVR2A	TLL2
ACVR2B	ACVRL1
ACVR2B	BMP10
ACVR2B	BMP15
ACVR2B	BMP1
ACVR2B	BMP2
ACVR2B	BMP3
ACVR2B	BMP4
ACVR2B	BMP5
ACVR2B	BMP6
ACVR2B	BMP7
ACVR2B	BMP8A
ACVR2B	BMP8B
ACVR2B	BMPR1A
ACVR2B	BMPR1B
ACVR2B	GDF10
ACVR2B	GDF11
ACVR2B	GDF15
ACVR2B	GDF1
ACVR2B	GDF2
ACVR2B	GDF3
ACVR2B	GDF5
ACVR2B	GDF6
ACVR2B	GDF7
ACVR2B	GDF9
ACVR2B	GDNF
ACVR2B	INHBA
ACVR2B	INHBB
ACVR2B	INHBC
ACVR2B	INHBE
ACVR2B	LEFTY1
ACVR2B	LEFTY2
ACVR2B	MAP3K7CL
ACVR2B	MAP3K7CL
ACVR2B	MAP3K7
ACVR2B	MAP3K7
ACVR2B	MSTN
ACVR2B	NODAL
ACVR2B	SMAD1
ACVR2B	SMAD1
ACVR2B	SMAD2
ACVR2B	SMAD2
ACVR2B	SMAD3
ACVR2B	SMAD3
ACVR2B	SMAD5
ACVR2B	SMAD5
ACVR2B	SMAD9
ACVR2B	SMAD9
ACVR2B	TGFB2
ACVR2B	TGFB3
ACVR2B	TGFBR1
ACVR2B	TLL1
ACVR2B	TLL2
ACVRL1	AMHR2
ACVRL1	BMP10
ACVRL1	BMP15
ACVRL1	BMP1
ACVRL1	BMP2
ACVRL1	BMP3
ACVRL1	BMP4
ACVRL1	BMP5
ACVRL1	BMP6
ACVRL1	BMP7
ACVRL1	BMP8A
ACVRL1	BMP8B
ACVRL1	BMPR2
ACVRL1	GDF10
ACVRL1	GDF11
ACVRL1	GDF15
ACVRL1	GDF1
ACVRL1	GDF2
ACVRL1	GDF3
ACVRL1	GDF5
ACVRL1	GDF6
ACVRL1	GDF7
ACVRL1	GDF9
ACVRL1	GDNF
ACVRL1	INHBA
ACVRL1	INHBB
ACVRL1	INHBC
ACVRL1	INHBE
ACVRL1	LEFTY1
ACVRL1	LEFTY2
ACVRL1	MAP3K7CL
ACVRL1	MAP3K7CL
ACVRL1	MAP3K7
ACVRL1	MAP3K7
ACVRL1	MSTN
ACVRL1	NODAL
ACVRL1	SMAD1
ACVRL1	SMAD1
ACVRL1	SMAD2
ACVRL1	SMAD2
ACVRL1	SMAD3
ACVRL1	SMAD3
ACVRL1	SMAD5
ACVRL1	SMAD5
ACVRL1	SMAD9
ACVRL1	SMAD9
ACVRL1	TGFB2
ACVRL1	TGFB3
ACVRL1	TGFBR2
ACVRL1	TLL1
ACVRL1	TLL2
AMHR2	BMP10
AMHR2	BMP15
AMHR2	BMP1
AMHR2	BMP2
AMHR2	BMP3
AMHR2	BMP4
AMHR2	BMP5
AMHR2	BMP6
AMHR2	BMP7
AMHR2	BMP8A
AMHR2	BMP8B
AMHR2	BMPR1A
AMHR2	BMPR1B
AMHR2	GDF10
AMHR2	GDF11
AMHR2	GDF15
AMHR2	GDF1
AMHR2	GDF2
AMHR2	GDF3
AMHR2	GDF5
AMHR2	GDF6
AMHR2	GDF7
AMHR2	GDF9
AMHR2	GDNF
AMHR2	INHBA
AMHR2	INHBB
AMHR2	INHBC
AMHR2	INHBE
AMHR2	LEFTY1
AMHR2	LEFTY2
AMHR2	MAP3K7CL
AMHR2	MAP3K7CL
AMHR2	MAP3K7
AMHR2	MAP3K7
AMHR2	MSTN
AMHR2	NODAL
AMHR2	SMAD1
AMHR2	SMAD1
AMHR2	SMAD2
AMHR2	SMAD2
AMHR2	SMAD3
AMHR2	SMAD3
AMHR2	SMAD5
AMHR2	SMAD5
AMHR2	SMAD9
AMHR2	SMAD9
AMHR2	TGFB2
AMHR2	TGFB3
AMHR2	TGFBR1
AMHR2	TLL1
AMHR2	TLL2
ATF2	SMAD1
ATF2	SMAD2
ATF2	SMAD3
ATF2	SMAD4
ATF2	SMAD5
ATF2	SMAD9
BAMBI	BMP10
BAMBI	BMP15
BAMBI	BMP1
BAMBI	BMP2
BAMBI	BMP3
BAMBI	BMP4
BAMBI	BMP5
BAMBI	BMP6
BAMBI	BMP7
BAMBI	BMP8A
BAMBI	BMP8B
BAMBI	GDF10
BAMBI	GDF11
BAMBI	GDF15
BAMBI	GDF1
BAMBI	GDF2
BAMBI	GDF3
BAMBI	GDF5
BAMBI	GDF6
BAMBI	GDF7
BAMBI	GDF9
BAMBI	GDNF
BAMBI	INHBA
BAMBI	INHBB
BAMBI	INHBC
BAMBI	INHBE
BAMBI	LEFTY1
BAMBI	LEFTY2
BAMBI	MSTN
BAMBI	NODAL
BAMBI	TGFB2
BAMBI	TGFB3
BAMBI	TLL1
BAMBI	TLL2
BMP10	BMPR1A
BMP10	BMPR1B
BMP10	BMPR2
BMP10	MAP3K7CL
BMP10	MAP3K7CL
BMP10	MAP3K7
BMP10	MAP3K7
BMP10	SMAD1
BMP10	SMAD1
BMP10	SMAD2
BMP10	SMAD2
BMP10	SMAD3
BMP10	SMAD3
BMP10	SMAD5
BMP10	SMAD5
BMP10	SMAD9
BMP10	SMAD9
BMP10	TGFBR1
BMP10	TGFBR2
BMP15	BMPR1A
BMP15	BMPR1B
BMP15	BMPR2
BMP15	MAP3K7CL
BMP15	MAP3K7CL
BMP15	MAP3K7
BMP15	MAP3K7
BMP15	SMAD1
BMP15	SMAD1
BMP15	SMAD2
BMP15	SMAD2
BMP15	SMAD3
BMP15	SMAD3
BMP15	SMAD5
BMP15	SMAD5
BMP15	SMAD9
BMP15	SMAD9
BMP15	TGFBR1
BMP15	TGFBR2
BMP1	BMPR1A
BMP1	BMPR1B
BMP1	BMPR2
BMP1	MAP3K7CL
BMP1	MAP3K7CL
BMP1	MAP3K7
BMP1	MAP3K7
BMP1	SMAD1
BMP1	SMAD1
BMP1	SMAD2
BMP1	SMAD2
BMP1	SMAD3
BMP1	SMAD3
BMP1	SMAD5
BMP1	SMAD5
BMP1	SMAD9
BMP1	SMAD9
BMP1	TGFBR1
BMP1	TGFBR2
BMP2	BMPR1A
BMP2	BMPR1B
BMP2	BMPR2
BMP2	MAP3K7CL
BMP2	MAP3K7CL
BMP2	MAP3K7
BMP2	MAP3K7
BMP2	SMAD1
BMP2	SMAD1
BMP2	SMAD2
BMP2	SMAD2
BMP2	SMAD3
BMP2	SMAD3
BMP2	SMAD5
BMP2	SMAD5
BMP2	SMAD9
BMP2	SMAD9
BMP2	TGFBR1
BMP2	TGFBR2
BMP3	BMPR1A
BMP3	BMPR1B
BMP3	BMPR2
BMP3	MAP3K7CL
BMP3	MAP3K7CL
BMP3	MAP3K7
BMP3	MAP3K7
BMP3	SMAD1
BMP3	SMAD1
BMP3	SMAD2
BMP3	SMAD2
BMP3	SMAD3
BMP3	SMAD3
BMP3	SMAD5
BMP3	SMAD5
BMP3	SMAD9
BMP3	SMAD9
BMP3	TGFBR1
BMP3	TGFBR2
BMP4	BMPR1A
BMP4	BMPR1B
BMP4	BMPR2
BMP4	MAP3K7CL
BMP4	MAP3K7CL
BMP4	MAP3K7
BMP4	MAP3K7
BMP4	SMAD1
BMP4	SMAD1
BMP4	SMAD2
BMP4	SMAD2
BMP4	SMAD3
BMP4	SMAD3
BMP4	SMAD5
BMP4	SMAD5
BMP4	SMAD9
BMP4	SMAD9
BMP4	TGFBR1
BMP4	TGFBR2
BMP5	BMPR1A
BMP5	BMPR1B
BMP5	BMPR2
BMP5	MAP3K7CL
BMP5	MAP3K7CL
BMP5	MAP3K7
BMP5	MAP3K7
BMP5	SMAD1
BMP5	SMAD1
BMP5	SMAD2
BMP5	SMAD2
BMP5	SMAD3
BMP5	SMAD3
BMP5	SMAD5
BMP5	SMAD5
BMP5	SMAD9
BMP5	SMAD9
BMP5	TGFBR1
BMP5	TGFBR2
BMP6	BMPR1A
BMP6	BMPR1B
BMP6	BMPR2
BMP6	MAP3K7CL
BMP6	MAP3K7CL
BMP6	MAP3K7
BMP6	MAP3K7
BMP6	SMAD1
BMP6	SMAD1
BMP6	SMAD2
BMP6	SMAD2
BMP6	SMAD3
BMP6	SMAD3
BMP6	SMAD5
BMP6	SMAD5
BMP6	SMAD9
BMP6	SMAD9
BMP6	TGFBR1
BMP6	TGFBR2
BMP7	BMPR1A
BMP7	BMPR1B
BMP7	BMPR2
BMP7	MAP3K7CL
BMP7	MAP3K7CL
BMP7	MAP3K7
BMP7	MAP3K7
BMP7	SMAD1
BMP7	SMAD1
BMP7	SMAD2
BMP7	SMAD2
BMP7	SMAD3
BMP7	SMAD3
BMP7	SMAD5
BMP7	SMAD5
BMP7	SMAD9
BMP7	SMAD9
BMP7	TGFBR1
BMP7	TGFBR2
BMP8A	BMPR1A
BMP8A	BMPR1B
BMP8A	BMPR2
BMP8A	MAP3K7CL
BMP8A	MAP3K7CL
BMP8A	MAP3K7
BMP8A	MAP3K7
BMP8A	SMAD1
BMP8A	SMAD1
BMP8A	SMAD2
BMP8A	SMAD2
BMP8A	SMAD3
BMP8A	SMAD3
BMP8A	SMAD5
BMP8A	SMAD5
BMP8A	SMAD9
BMP8A	SMAD9
BMP8A	TGFBR1
BMP8A	TGFBR2
BMP8B	BMPR1A
BMP8B	BMPR1B
BMP8B	BMPR2
BMP8B	MAP3K7CL
BMP8B	MAP3K7CL
BMP8B	MAP3K7
BMP8B	MAP3K7
BMP8B	SMAD1
BMP8B	SMAD1
BMP8B	SMAD2
BMP8B	SMAD2
BMP8B	SMAD3
BMP8B	SMAD3
BMP8B	SMAD5
BMP8B	SMAD5
BMP8B	SMAD9
BMP8B	SMAD9
BMP8B	TGFBR1
BMP8B	TGFBR2
BMPR1A	BMPR2
BMPR1A	GDF10
BMPR1A	GDF11
BMPR1A	GDF15
BMPR1A	GDF1
BMPR1A	GDF2
BMPR1A	GDF3
BMPR1A	GDF5
BMPR1A	GDF6
BMPR1A	GDF7
BMPR1A	GDF9
BMPR1A	GDNF
BMPR1A	INHBA
BMPR1A	INHBB
BMPR1A	INHBC
BMPR1A	INHBE
BMPR1A	LEFTY1
BMPR1A	LEFTY2
BMPR1A	MAP3K7CL
BMPR1A	MAP3K7CL
BMPR1A	MAP3K7
BMPR1A	MAP3K7
BMPR1A	MSTN
BMPR1A	NODAL
BMPR1A	SMAD1
BMPR1A	SMAD1
BMPR1A	SMAD2
BMPR1A	SMAD2
BMPR1A	SMAD3
BMPR1A	SMAD3
BMPR1A	SMAD5
BMPR1A	SMAD5
BMPR1A	SMAD9
BMPR1A	SMAD9
BMPR1A	TGFB2
BMPR1A	TGFB3
BMPR1A	TGFBR2
BMPR1A	TLL1
BMPR1A	TLL2
BMPR1B	BMPR2
BMPR1B	GDF10
BMPR1B	GDF11
BMPR1B	GDF15
BMPR1B	GDF1
BMPR1B	GDF2
BMPR1B	GDF3
BMPR1B	GDF5
BMPR1B	GDF6
BMPR1B	GDF7
BMPR1B	GDF9
BMPR1B	GDNF
BMPR1B	INHBA
BMPR1B	INHBB
BMPR1B	INHBC
BMPR1B	INHBE
BMPR1B	LEFTY1
BMPR1B	LEFTY2
BMPR1B	MAP3K7CL
BMPR1B	MAP3K7CL
BMPR1B	MAP3K7
BMPR1B	MAP3K7
BMPR1B	MSTN
BMPR1B	NODAL
BMPR1B	SMAD1
BMPR1B	SMAD1
BMPR1B	SMAD2
BMPR1B	SMAD2
BMPR1B	SMAD3
BMPR1B	SMAD3
BMPR1B	SMAD5
BMPR1B	SMAD5
BMPR1B	SMAD9
BMPR1B	SMAD9
BMPR1B	TGFB2
BMPR1B	TGFB3
BMPR1B	TGFBR2
BMPR1B	TLL1
BMPR1B	TLL2
BMPR2	GDF10
BMPR2	GDF11
BMPR2	GDF15
BMPR2	GDF1
BMPR2	GDF2
BMPR2	GDF3
BMPR2	GDF5
BMPR2	GDF6
BMPR2	GDF7
BMPR2	GDF9
BMPR2	GDNF
BMPR2	INHBA
BMPR2	INHBB
BMPR2	INHBC
BMPR2	INHBE
BMPR2	LEFTY1
BMPR2	LEFTY2
BMPR2	MAP3K7CL
BMPR2	MAP3K7CL
BMPR2	MAP3K7
BMPR2	MAP3K7
BMPR2	MSTN
BMPR2	NODAL
BMPR2	SMAD1
BMPR2	SMAD1
BMPR2	SMAD2
BMPR2	SMAD2
BMPR2	SMAD3
BMPR2	SMAD3
BMPR2	SMAD5
BMPR2	SMAD5
BMPR2	SMAD9
BMPR2	SMAD9
BMPR2	TGFB2
BMPR2	TGFB3
BMPR2	TGFBR1
BMPR2	TLL1
BMPR2	TLL2
CITED1	SMAD1
CITED1	SMAD2
CITED1	SMAD3
CITED1	SMAD4
CITED1	SMAD5
CITED1	SMAD9
CITED2	SMAD1
CITED2	SMAD2
CITED2	SMAD3
CITED2	SMAD4
CITED2	SMAD5
CITED2	SMAD9
CREBBP	SMAD1
CREBBP	SMAD2
CREBBP	SMAD3
CREBBP	SMAD4
CREBBP	SMAD5
CREBBP	SMAD9
DCP1B	SMAD1
DCP1B	SMAD2
DCP1B	SMAD3
DCP1B	SMAD4
DCP1B	SMAD5
DCP1B	SMAD9
EP300	SMAD1
EP300	SMAD2
EP300	SMAD3
EP300	SMAD4
EP300	SMAD5
EP300	SMAD9
FKBP1A	BMP10
FKBP1A	BMP15
FKBP1A	BMP1
FKBP1A	BMP2
FKBP1A	BMP3
FKBP1A	BMP4
FKBP1A	BMP5
FKBP1A	BMP6
FKBP1A	BMP7
FKBP1A	BMP8A
FKBP1A	BMP8B
FKBP1A	GDF10
FKBP1A	GDF11
FKBP1A	GDF15
FKBP1A	GDF1
FKBP1A	GDF2
FKBP1A	GDF3
FKBP1A	GDF5
FKBP1A	GDF6
FKBP1A	GDF7
FKBP1A	GDF9
FKBP1A	GDNF
FKBP1A	INHBA
FKBP1A	INHBB
FKBP1A	INHBC
FKBP1A	INHBE
FKBP1A	LEFTY1
FKBP1A	LEFTY2
FKBP1A	MSTN
FKBP1A	NODAL
FKBP1A	TGFB2
FKBP1A	TGFB3
FKBP1A	TLL1
FKBP1A	TLL2
FKBP1B	BMP10
FKBP1B	BMP15
FKBP1B	BMP1
FKBP1B	BMP2
FKBP1B	BMP3
FKBP1B	BMP4
FKBP1B	BMP5
FKBP1B	BMP6
FKBP1B	BMP7
FKBP1B	BMP8A
FKBP1B	BMP8B
FKBP1B	GDF10
FKBP1B	GDF11
FKBP1B	GDF15
FKBP1B	GDF1
FKBP1B	GDF2
FKBP1B	GDF3
FKBP1B	GDF5
FKBP1B	GDF6
FKBP1B	GDF7
FKBP1B	GDF9
FKBP1B	GDNF
FKBP1B	INHBA
FKBP1B	INHBB
FKBP1B	INHBC
FKBP1B	INHBE
FKBP1B	LEFTY1
FKBP1B	LEFTY2
FKBP1B	MSTN
FKBP1B	NODAL
FKBP1B	TGFB2
FKBP1B	TGFB3
FKBP1B	TLL1
FKBP1B	TLL2
FKBP1C	BMP10
FKBP1C	BMP15
FKBP1C	BMP1
FKBP1C	BMP2
FKBP1C	BMP3
FKBP1C	BMP4
FKBP1C	BMP5
FKBP1C	BMP6
FKBP1C	BMP7
FKBP1C	BMP8A
FKBP1C	BMP8B
FKBP1C	GDF10
FKBP1C	GDF11
FKBP1C	GDF15
FKBP1C	GDF1
FKBP1C	GDF2
FKBP1C	GDF3
FKBP1C	GDF5
FKBP1C	GDF6
FKBP1C	GDF7
FKBP1C	GDF9
FKBP1C	GDNF
FKBP1C	INHBA
FKBP1C	INHBB
FKBP1C	INHBC
FKBP1C	INHBE
FKBP1C	LEFTY1
FKBP1C	LEFTY2
FKBP1C	MSTN
FKBP1C	NODAL
FKBP1C	TGFB2
FKBP1C	TGFB3
FKBP1C	TLL1
FKBP1C	TLL2
FKBP2	BMP10
FKBP2	BMP15
FKBP2	BMP1
FKBP2	BMP2
FKBP2	BMP3
FKBP2	BMP4
FKBP2	BMP5
FKBP2	BMP6
FKBP2	BMP7
FKBP2	BMP8A
FKBP2	BMP8B
FKBP2	GDF10
FKBP2	GDF11
FKBP2	GDF15
FKBP2	GDF1
FKBP2	GDF2
FKBP2	GDF3
FKBP2	GDF5
FKBP2	GDF6
FKBP2	GDF7
FKBP2	GDF9
FKBP2	GDNF
FKBP2	INHBA
FKBP2	INHBB
FKBP2	INHBC
FKBP2	INHBE
FKBP2	LEFTY1
FKBP2	LEFTY2
FKBP2	MSTN
FKBP2	NODAL
FKBP2	TGFB2
FKBP2	TGFB3
FKBP2	TLL1
FKBP2	TLL2
FOSL1	SMAD1
FOSL1	SMAD2
FOSL1	SMAD3
FOSL1	SMAD4
FOSL1	SMAD5
FOSL1	SMAD9
FOXH1	SMAD1
FOXH1	SMAD2
FOXH1	SMAD3
FOXH1	SMAD4
FOXH1	SMAD5
FOXH1	SMAD9
GDF10	MAP3K7CL
GDF10	MAP3K7CL
GDF10	MAP3K7
GDF10	MAP3K7
GDF10	SMAD1
GDF10	SMAD1
GDF10	SMAD2
GDF10	SMAD2
GDF10	SMAD3
GDF10	SMAD3
GDF10	SMAD5
GDF10	SMAD5
GDF10	SMAD9
GDF10	SMAD9
GDF10	TGFBR1
GDF10	TGFBR2
GDF11	MAP3K7CL
GDF11	MAP3K7CL
GDF11	MAP3K7
GDF11	MAP3K7
GDF11	SMAD1
GDF11	SMAD1
GDF11	SMAD2
GDF11	SMAD2
GDF11	SMAD3
GDF11	SMAD3
GDF11	SMAD5
GDF11	SMAD5
GDF11	SMAD9
GDF11	SMAD9
GDF11	TGFBR1
GDF11	TGFBR2
GDF15	MAP3K7CL
GDF15	MAP3K7CL
GDF15	MAP3K7
GDF15	MAP3K7
GDF15	SMAD1
GDF15	SMAD1
GDF15	SMAD2
GDF15	SMAD2
GDF15	SMAD3
GDF15	SMAD3
GDF15	SMAD5
GDF15	SMAD5
GDF15	SMAD9
GDF15	SMAD9
GDF15	TGFBR1
GDF15	TGFBR2
GDF1	MAP3K7CL
GDF1	MAP3K7CL
GDF1	MAP3K7
GDF1	MAP3K7
GDF1	SMAD1
GDF1	SMAD1
GDF1	SMAD2
GDF1	SMAD2
GDF1	SMAD3
GDF1	SMAD3
GDF1	SMAD5
GDF1	SMAD5
GDF1	SMAD9
GDF1	SMAD9
GDF1	TGFBR1
GDF1	TGFBR2
GDF2	MAP3K7CL
GDF2	MAP3K7CL
GDF2	MAP3K7
GDF2	MAP3K7
GDF2	SMAD1
GDF2	SMAD1
GDF2	SMAD2
GDF2	SMAD2
GDF2	SMAD3
GDF2	SMAD3
GDF2	SMAD5
GDF2	SMAD5
GDF2	SMAD9
GDF2	SMAD9
GDF2	TGFBR1
GDF2	TGFBR2
GDF3	MAP3K7CL
GDF3	MAP3K7CL
GDF3	MAP3K7
GDF3	MAP3K7
GDF3	SMAD1
GDF3	SMAD1
GDF3	SMAD2
GDF3	SMAD2
GDF3	SMAD3
GDF3	SMAD3
GDF3	SMAD5
GDF3	SMAD5
GDF3	SMAD9
GDF3	SMAD9
GDF3	TGFBR1
GDF3	TGFBR2
GDF5	MAP3K7CL
GDF5	MAP3K7CL
GDF5	MAP3K7
GDF5	MAP3K7
GDF5	SMAD1
GDF5	SMAD1
GDF5	SMAD2
GDF5	SMAD2
GDF5	SMAD3
GDF5	SMAD3
GDF5	SMAD5
GDF5	SMAD5
GDF5	SMAD9
GDF5	SMAD9
GDF5	TGFBR1
GDF5	TGFBR2
GDF6	MAP3K7CL
GDF6	MAP3K7CL
GDF6	MAP3K7
GDF6	MAP3K7
GDF6	SMAD1
GDF6	SMAD1
GDF6	SMAD2
GDF6	SMAD2
GDF6	SMAD3
GDF6	SMAD3
GDF6	SMAD5
GDF6	SMAD5
GDF6	SMAD9
GDF6	SMAD9
GDF6	TGFBR1
GDF6	TGFBR2
GDF7	MAP3K7CL
GDF7	MAP3K7CL
GDF7	MAP3K7
GDF7	MAP3K7
GDF7	SMAD1
GDF7	SMAD1
GDF7	SMAD2
GDF7	SMAD2
GDF7	SMAD3
GDF7	SMAD3
GDF7	SMAD5
GDF7	SMAD5
GDF7	SMAD9
GDF7	SMAD9
GDF7	TGFBR1
GDF7	TGFBR2
GDF9	MAP3K7CL
GDF9	MAP3K7CL
GDF9	MAP3K7
GDF9	MAP3K7
GDF9	SMAD1
GDF9	SMAD1
GDF9	SMAD2
GDF9	SMAD2
GDF9	SMAD3
GDF9	SMAD3
GDF9	SMAD5
GDF9	SMAD5
GDF9	SMAD9
GDF9	SMAD9
GDF9	TGFBR1
GDF9	TGFBR2
GDNF	MAP3K7CL
GDNF	MAP3K7CL
GDNF	MAP3K7
GDNF	MAP3K7
GDNF	SMAD1
GDNF	SMAD1
GDNF	SMAD2
GDNF	SMAD2
GDNF	SMAD3
GDNF	SMAD3
GDNF	SMAD5
GDNF	SMAD5
GDNF	SMAD9
GDNF	SMAD9
GDNF	TGFBR1
GDNF	TGFBR2
HRAS	MAPK1
HRAS	MAPK1
HRAS	MAPK3
HRAS	MAPK3
INHBA	MAP3K7CL
INHBA	MAP3K7CL
INHBA	MAP3K7
INHBA	MAP3K7
INHBA	SMAD1
INHBA	SMAD1
INHBA	SMAD2
INHBA	SMAD2
INHBA	SMAD3
INHBA	SMAD3
INHBA	SMAD5
INHBA	SMAD5
INHBA	SMAD9
INHBA	SMAD9
INHBA	TGFBR1
INHBA	TGFBR2
INHBB	MAP3K7CL
INHBB	MAP3K7CL
INHBB	MAP3K7
INHBB	MAP3K7
INHBB	SMAD1
INHBB	SMAD1
INHBB	SMAD2
INHBB	SMAD2
INHBB	SMAD3
INHBB	SMAD3
INHBB	SMAD5
INHBB	SMAD5
INHBB	SMAD9
INHBB	SMAD9
INHBB	TGFBR1
INHBB	TGFBR2
INHBC	MAP3K7CL
INHBC	MAP3K7CL
INHBC	MAP3K7
INHBC	MAP3K7
INHBC	SMAD1
INHBC	SMAD1
INHBC	SMAD2
INHBC	SMAD2
INHBC	SMAD3
INHBC	SMAD3
INHBC	SMAD5
INHBC	SMAD5
INHBC	SMAD9
INHBC	SMAD9
INHBC	TGFBR1
INHBC	TGFBR2
INHBE	MAP3K7CL
INHBE	MAP3K7CL
INHBE	MAP3K7
INHBE	MAP3K7
INHBE	SMAD1
INHBE	SMAD1
INHBE	SMAD2
INHBE	SMAD2
INHBE	SMAD3
INHBE	SMAD3
INHBE	SMAD5
INHBE	SMAD5
INHBE	SMAD9
INHBE	SMAD9
INHBE	TGFBR1
INHBE	TGFBR2
JUNB	SMAD1
JUNB	SMAD2
JUNB	SMAD3
JUNB	SMAD4
JUNB	SMAD5
JUNB	SMAD9
JUND	SMAD1
JUND	SMAD2
JUND	SMAD3
JUND	SMAD4
JUND	SMAD5
JUND	SMAD9
JUN	SMAD1
