NODE1	INTERACTION_TYPE	NODE2
MAP3K4	controls-state-change-of	ERF
MAP3K4	controls-phosphorylation-of	ERG
MAP3K4	controls-state-change-of	ERG
MAP3K4	controls-phosphorylation-of	ETS1
MAP3K4	controls-state-change-of	ETS1
MAP3K4	controls-phosphorylation-of	ETV3
MAP3K4	controls-state-change-of	ETV3
MAP3K4	controls-phosphorylation-of	FEV
MAP3K4	controls-state-change-of	FEV
MAP3K4	controls-phosphorylation-of	FLI1
MAP3K4	controls-state-change-of	FLI1
MAP3K4	controls-phosphorylation-of	GABPA
MAP3K4	controls-state-change-of	GABPA
MAP3K4	controls-phosphorylation-of	JUN
MAP3K4	controls-state-change-of	JUN
MAP3K4	controls-phosphorylation-of	MAPKAPK2
MAP3K4	controls-state-change-of	MAPKAPK2
MAP3K4	controls-phosphorylation-of	MKNK1
MAP3K4	controls-state-change-of	MKNK1
MAP3K4	controls-phosphorylation-of	MKNK2
MAP3K4	controls-state-change-of	MKNK2
MAP3K4	controls-phosphorylation-of	MYCBP
MAP3K4	controls-state-change-of	MYCBP
MAP3K4	controls-phosphorylation-of	MYC
MAP3K4	controls-state-change-of	MYC
MAP3K4	controls-phosphorylation-of	RPS6KA1
MAP3K4	controls-state-change-of	RPS6KA1
MAP3K4	controls-phosphorylation-of	RPS6KA2
MAP3K4	controls-state-change-of	RPS6KA2
MAP3K4	controls-phosphorylation-of	RPS6KA3
MAP3K4	controls-state-change-of	RPS6KA3
MAP3K4	controls-phosphorylation-of	RPS6KA4
MAP3K4	controls-state-change-of	RPS6KA4
MAP3K4	controls-phosphorylation-of	RPS6KA5
MAP3K4	controls-state-change-of	RPS6KA5
MAP3K4	controls-phosphorylation-of	RPS6KA6
MAP3K4	controls-state-change-of	RPS6KA6
MAP3K4	controls-phosphorylation-of	RPS6KB1
MAP3K4	controls-state-change-of	RPS6KB1
MAP3K4	controls-phosphorylation-of	RPS6KB2
MAP3K4	controls-state-change-of	RPS6KB2
MAP3K4	controls-phosphorylation-of	RPS6KC1
MAP3K4	controls-state-change-of	RPS6KC1
MAP3K4	controls-phosphorylation-of	SPDEF
MAP3K4	controls-state-change-of	SPDEF
MAP3K4	controls-state-change-of	STAT1
MAP3K4	controls-state-change-of	STAT2
MAP3K4	controls-state-change-of	STAT3
MAP3K4	controls-state-change-of	STAT4
MAP3K4	controls-state-change-of	STAT5A
MAP3K4	controls-state-change-of	STAT5B
MAP3K4	controls-state-change-of	STAT6
MAPK10	controls-phosphorylation-of	EHF
MAPK10	controls-state-change-of	EHF
MAPK10	controls-phosphorylation-of	ELF1
MAPK10	controls-state-change-of	ELF1
MAPK10	controls-phosphorylation-of	ELF2
MAPK10	controls-state-change-of	ELF2
MAPK10	controls-phosphorylation-of	ELF3
MAPK10	controls-state-change-of	ELF3
MAPK10	controls-phosphorylation-of	ELF4
MAPK10	controls-state-change-of	ELF4
MAPK10	controls-phosphorylation-of	ELF5
MAPK10	controls-state-change-of	ELF5
MAPK10	controls-phosphorylation-of	ELK1
MAPK10	controls-state-change-of	ELK1
MAPK10	controls-phosphorylation-of	ELK4
MAPK10	controls-state-change-of	ELK4
MAPK10	controls-phosphorylation-of	ERF
MAPK10	controls-state-change-of	ERF
MAPK10	controls-phosphorylation-of	ERG
MAPK10	controls-state-change-of	ERG
MAPK10	controls-phosphorylation-of	ETS1
MAPK10	controls-state-change-of	ETS1
MAPK10	controls-phosphorylation-of	ETV3
MAPK10	controls-state-change-of	ETV3
MAPK10	controls-phosphorylation-of	FEV
MAPK10	controls-state-change-of	FEV
MAPK10	controls-phosphorylation-of	FLI1
MAPK10	controls-state-change-of	FLI1
MAPK10	controls-phosphorylation-of	GABPA
MAPK10	controls-state-change-of	GABPA
MAPK10	controls-phosphorylation-of	JUN
MAPK10	controls-state-change-of	JUN
MAPK10	controls-phosphorylation-of	MAPKAPK2
MAPK10	controls-state-change-of	MAPKAPK2
MAPK10	controls-phosphorylation-of	MKNK1
MAPK10	controls-state-change-of	MKNK1
MAPK10	controls-phosphorylation-of	MKNK2
MAPK10	controls-state-change-of	MKNK2
MAPK10	controls-phosphorylation-of	MYCBP
MAPK10	controls-state-change-of	MYCBP
MAPK10	controls-phosphorylation-of	MYC
MAPK10	controls-state-change-of	MYC
MAPK10	controls-phosphorylation-of	RPS6KA1
MAPK10	controls-state-change-of	RPS6KA1
MAPK10	controls-phosphorylation-of	RPS6KA2
MAPK10	controls-state-change-of	RPS6KA2
MAPK10	controls-phosphorylation-of	RPS6KA3
MAPK10	controls-state-change-of	RPS6KA3
MAPK10	controls-phosphorylation-of	RPS6KA4
MAPK10	controls-state-change-of	RPS6KA4
MAPK10	controls-phosphorylation-of	RPS6KA5
MAPK10	controls-state-change-of	RPS6KA5
MAPK10	controls-phosphorylation-of	RPS6KA6
MAPK10	controls-state-change-of	RPS6KA6
MAPK10	controls-phosphorylation-of	RPS6KB1
MAPK10	controls-state-change-of	RPS6KB1
MAPK10	controls-phosphorylation-of	RPS6KB2
MAPK10	controls-state-change-of	RPS6KB2
MAPK10	controls-phosphorylation-of	RPS6KC1
MAPK10	controls-state-change-of	RPS6KC1
MAPK10	controls-phosphorylation-of	SPDEF
MAPK10	controls-state-change-of	SPDEF
MAPK10	controls-state-change-of	STAT1
MAPK10	controls-state-change-of	STAT2
MAPK10	controls-state-change-of	STAT3
MAPK10	controls-state-change-of	STAT4
MAPK10	controls-state-change-of	STAT5A
MAPK10	controls-state-change-of	STAT5B
MAPK10	controls-state-change-of	STAT6
MAPK15	controls-phosphorylation-of	EHF
MAPK15	controls-state-change-of	EHF
MAPK15	controls-phosphorylation-of	ELF1
MAPK15	controls-state-change-of	ELF1
MAPK15	controls-phosphorylation-of	ELF2
MAPK15	controls-state-change-of	ELF2
MAPK15	controls-phosphorylation-of	ELF3
MAPK15	controls-state-change-of	ELF3
MAPK15	controls-phosphorylation-of	ELF4
MAPK15	controls-state-change-of	ELF4
MAPK15	controls-phosphorylation-of	ELF5
MAPK15	controls-state-change-of	ELF5
MAPK15	controls-phosphorylation-of	ELK1
MAPK15	controls-state-change-of	ELK1
MAPK15	controls-phosphorylation-of	ELK4
MAPK15	controls-state-change-of	ELK4
MAPK15	controls-phosphorylation-of	ERF
MAPK15	controls-state-change-of	ERF
MAPK15	controls-phosphorylation-of	ERG
MAPK15	controls-state-change-of	ERG
MAPK15	controls-phosphorylation-of	ETS1
MAPK15	controls-state-change-of	ETS1
MAPK15	controls-phosphorylation-of	ETV3
MAPK15	controls-state-change-of	ETV3
MAPK15	controls-phosphorylation-of	FEV
MAPK15	controls-state-change-of	FEV
MAPK15	controls-phosphorylation-of	FLI1
MAPK15	controls-state-change-of	FLI1
MAPK15	controls-phosphorylation-of	GABPA
MAPK15	controls-state-change-of	GABPA
MAPK15	controls-phosphorylation-of	JUN
MAPK15	controls-state-change-of	JUN
MAPK15	controls-phosphorylation-of	MAPKAPK2
MAPK15	controls-state-change-of	MAPKAPK2
MAPK15	controls-phosphorylation-of	MKNK1
MAPK15	controls-state-change-of	MKNK1
MAPK15	controls-phosphorylation-of	MKNK2
MAPK15	controls-state-change-of	MKNK2
MAPK15	controls-phosphorylation-of	MYCBP
MAPK15	controls-state-change-of	MYCBP
MAPK15	controls-phosphorylation-of	MYC
MAPK15	controls-state-change-of	MYC
MAPK15	controls-phosphorylation-of	RPS6KA1
MAPK15	controls-state-change-of	RPS6KA1
MAPK15	controls-phosphorylation-of	RPS6KA2
MAPK15	controls-state-change-of	RPS6KA2
MAPK15	controls-phosphorylation-of	RPS6KA3
MAPK15	controls-state-change-of	RPS6KA3
MAPK15	controls-phosphorylation-of	RPS6KA4
MAPK15	controls-state-change-of	RPS6KA4
MAPK15	controls-phosphorylation-of	RPS6KA5
MAPK15	controls-state-change-of	RPS6KA5
MAPK15	controls-phosphorylation-of	RPS6KA6
MAPK15	controls-state-change-of	RPS6KA6
MAPK15	controls-phosphorylation-of	RPS6KB1
MAPK15	controls-state-change-of	RPS6KB1
MAPK15	controls-phosphorylation-of	RPS6KB2
MAPK15	controls-state-change-of	RPS6KB2
MAPK15	controls-phosphorylation-of	RPS6KC1
MAPK15	controls-state-change-of	RPS6KC1
MAPK15	controls-phosphorylation-of	SPDEF
MAPK15	controls-state-change-of	SPDEF
MAPK15	controls-state-change-of	STAT1
MAPK15	controls-state-change-of	STAT2
MAPK15	controls-state-change-of	STAT3
MAPK15	controls-state-change-of	STAT4
MAPK15	controls-state-change-of	STAT5A
MAPK15	controls-state-change-of	STAT5B
MAPK15	controls-state-change-of	STAT6
MAPK1	controls-phosphorylation-of	EHF
MAPK1	controls-state-change-of	EHF
MAPK1	controls-phosphorylation-of	ELF1
MAPK1	controls-state-change-of	ELF1
MAPK1	controls-phosphorylation-of	ELF2
MAPK1	controls-state-change-of	ELF2
MAPK1	controls-phosphorylation-of	ELF3
MAPK1	controls-state-change-of	ELF3
MAPK1	controls-phosphorylation-of	ELF4
MAPK1	controls-state-change-of	ELF4
MAPK1	controls-phosphorylation-of	ELF5
MAPK1	controls-state-change-of	ELF5
MAPK1	controls-phosphorylation-of	ELK1
MAPK1	controls-state-change-of	ELK1
MAPK1	controls-phosphorylation-of	ELK4
MAPK1	controls-state-change-of	ELK4
MAPK1	controls-phosphorylation-of	ERF
MAPK1	controls-state-change-of	ERF
MAPK1	controls-phosphorylation-of	ERG
MAPK1	controls-state-change-of	ERG
MAPK1	controls-phosphorylation-of	ETS1
MAPK1	controls-state-change-of	ETS1
MAPK1	controls-phosphorylation-of	ETV3
MAPK1	controls-state-change-of	ETV3
MAPK1	controls-phosphorylation-of	FEV
MAPK1	controls-state-change-of	FEV
MAPK1	controls-phosphorylation-of	FLI1
MAPK1	controls-state-change-of	FLI1
MAPK1	controls-phosphorylation-of	GABPA
MAPK1	controls-state-change-of	GABPA
MAPK1	controls-phosphorylation-of	JUN
MAPK1	controls-state-change-of	JUN
MAPK1	controls-phosphorylation-of	MAPKAPK2
MAPK1	controls-state-change-of	MAPKAPK2
MAPK1	controls-phosphorylation-of	MKNK1
MAPK1	controls-state-change-of	MKNK1
MAPK1	controls-phosphorylation-of	MKNK2
MAPK1	controls-state-change-of	MKNK2
MAPK1	controls-phosphorylation-of	MYCBP
MAPK1	controls-state-change-of	MYCBP
MAPK1	controls-phosphorylation-of	MYC
MAPK1	controls-state-change-of	MYC
MAPK1	controls-phosphorylation-of	RPS6KA1
MAPK1	controls-state-change-of	RPS6KA1
MAPK1	controls-phosphorylation-of	RPS6KA2
MAPK1	controls-state-change-of	RPS6KA2
MAPK1	controls-phosphorylation-of	RPS6KA3
MAPK1	controls-state-change-of	RPS6KA3
MAPK1	controls-phosphorylation-of	RPS6KA4
MAPK1	controls-state-change-of	RPS6KA4
MAPK1	controls-phosphorylation-of	RPS6KA5
MAPK1	controls-state-change-of	RPS6KA5
MAPK1	controls-phosphorylation-of	RPS6KA6
MAPK1	controls-state-change-of	RPS6KA6
MAPK1	controls-phosphorylation-of	RPS6KB1
MAPK1	controls-state-change-of	RPS6KB1
MAPK1	controls-phosphorylation-of	RPS6KB2
MAPK1	controls-state-change-of	RPS6KB2
MAPK1	controls-phosphorylation-of	RPS6KC1
MAPK1	controls-state-change-of	RPS6KC1
MAPK1	controls-phosphorylation-of	SPDEF
MAPK1	controls-state-change-of	SPDEF
MAPK1	controls-state-change-of	STAT1
MAPK1	controls-state-change-of	STAT2
MAPK1	controls-state-change-of	STAT3
MAPK1	controls-state-change-of	STAT4
MAPK1	controls-state-change-of	STAT5A
MAPK1	controls-state-change-of	STAT5B
MAPK1	controls-state-change-of	STAT6
MAPK3	controls-phosphorylation-of	EHF
MAPK3	controls-state-change-of	EHF
MAPK3	controls-phosphorylation-of	ELF1
MAPK3	controls-state-change-of	ELF1
MAPK3	controls-phosphorylation-of	ELF2
MAPK3	controls-state-change-of	ELF2
MAPK3	controls-phosphorylation-of	ELF3
MAPK3	controls-state-change-of	ELF3
MAPK3	controls-phosphorylation-of	ELF4
MAPK3	controls-state-change-of	ELF4
MAPK3	controls-phosphorylation-of	ELF5
MAPK3	controls-state-change-of	ELF5
MAPK3	controls-phosphorylation-of	ELK1
MAPK3	controls-state-change-of	ELK1
MAPK3	controls-phosphorylation-of	ELK4
MAPK3	controls-state-change-of	ELK4
MAPK3	controls-phosphorylation-of	ERF
MAPK3	controls-state-change-of	ERF
MAPK3	controls-phosphorylation-of	ERG
MAPK3	controls-state-change-of	ERG
MAPK3	controls-phosphorylation-of	ETS1
MAPK3	controls-state-change-of	ETS1
MAPK3	controls-phosphorylation-of	ETV3
MAPK3	controls-state-change-of	ETV3
MAPK3	controls-phosphorylation-of	FEV
MAPK3	controls-state-change-of	FEV
MAPK3	controls-phosphorylation-of	FLI1
MAPK3	controls-state-change-of	FLI1
MAPK3	controls-phosphorylation-of	GABPA
MAPK3	controls-state-change-of	GABPA
MAPK3	controls-phosphorylation-of	JUN
MAPK3	controls-state-change-of	JUN
MAPK3	controls-phosphorylation-of	MAPKAPK2
MAPK3	controls-state-change-of	MAPKAPK2
MAPK3	controls-phosphorylation-of	MKNK1
MAPK3	controls-state-change-of	MKNK1
MAPK3	controls-phosphorylation-of	MKNK2
MAPK3	controls-state-change-of	MKNK2
MAPK3	controls-phosphorylation-of	MYCBP
MAPK3	controls-state-change-of	MYCBP
MAPK3	controls-phosphorylation-of	MYC
MAPK3	controls-state-change-of	MYC
MAPK3	controls-phosphorylation-of	RPS6KA1
MAPK3	controls-state-change-of	RPS6KA1
MAPK3	controls-phosphorylation-of	RPS6KA2
MAPK3	controls-state-change-of	RPS6KA2
MAPK3	controls-phosphorylation-of	RPS6KA3
MAPK3	controls-state-change-of	RPS6KA3
MAPK3	controls-phosphorylation-of	RPS6KA4
MAPK3	controls-state-change-of	RPS6KA4
MAPK3	controls-phosphorylation-of	RPS6KA5
MAPK3	controls-state-change-of	RPS6KA5
MAPK3	controls-phosphorylation-of	RPS6KA6
MAPK3	controls-state-change-of	RPS6KA6
MAPK3	controls-phosphorylation-of	RPS6KB1
MAPK3	controls-state-change-of	RPS6KB1
MAPK3	controls-phosphorylation-of	RPS6KB2
MAPK3	controls-state-change-of	RPS6KB2
MAPK3	controls-phosphorylation-of	RPS6KC1
MAPK3	controls-state-change-of	RPS6KC1
MAPK3	controls-phosphorylation-of	SPDEF
MAPK3	controls-state-change-of	SPDEF
MAPK3	controls-state-change-of	STAT1
MAPK3	controls-state-change-of	STAT2
MAPK3	controls-state-change-of	STAT3
MAPK3	controls-state-change-of	STAT4
MAPK3	controls-state-change-of	STAT5A
MAPK3	controls-state-change-of	STAT5B
MAPK3	controls-state-change-of	STAT6
MAPK6	controls-phosphorylation-of	EHF
MAPK6	controls-state-change-of	EHF
MAPK6	controls-phosphorylation-of	ELF1
MAPK6	controls-state-change-of	ELF1
MAPK6	controls-phosphorylation-of	ELF2
MAPK6	controls-state-change-of	ELF2
MAPK6	controls-phosphorylation-of	ELF3
MAPK6	controls-state-change-of	ELF3
MAPK6	controls-phosphorylation-of	ELF4
MAPK6	controls-state-change-of	ELF4
MAPK6	controls-phosphorylation-of	ELF5
MAPK6	controls-state-change-of	ELF5
MAPK6	controls-phosphorylation-of	ELK1
MAPK6	controls-state-change-of	ELK1
MAPK6	controls-phosphorylation-of	ELK4
MAPK6	controls-state-change-of	ELK4
MAPK6	controls-phosphorylation-of	ERF
MAPK6	controls-state-change-of	ERF
MAPK6	controls-phosphorylation-of	ERG
MAPK6	controls-state-change-of	ERG
MAPK6	controls-phosphorylation-of	ETS1
MAPK6	controls-state-change-of	ETS1
MAPK6	controls-phosphorylation-of	ETV3
MAPK6	controls-state-change-of	ETV3
MAPK6	controls-phosphorylation-of	FEV
MAPK6	controls-state-change-of	FEV
MAPK6	controls-phosphorylation-of	FLI1
MAPK6	controls-state-change-of	FLI1
MAPK6	controls-phosphorylation-of	GABPA
MAPK6	controls-state-change-of	GABPA
MAPK6	controls-phosphorylation-of	JUN
MAPK6	controls-state-change-of	JUN
MAPK6	controls-phosphorylation-of	MAPKAPK2
MAPK6	controls-state-change-of	MAPKAPK2
MAPK6	controls-phosphorylation-of	MKNK1
MAPK6	controls-state-change-of	MKNK1
MAPK6	controls-phosphorylation-of	MKNK2
MAPK6	controls-state-change-of	MKNK2
MAPK6	controls-phosphorylation-of	MYCBP
MAPK6	controls-state-change-of	MYCBP
MAPK6	controls-phosphorylation-of	MYC
MAPK6	controls-state-change-of	MYC
MAPK6	controls-phosphorylation-of	RPS6KA1
MAPK6	controls-state-change-of	RPS6KA1
MAPK6	controls-phosphorylation-of	RPS6KA2
MAPK6	controls-state-change-of	RPS6KA2
MAPK6	controls-phosphorylation-of	RPS6KA3
MAPK6	controls-state-change-of	RPS6KA3
MAPK6	controls-phosphorylation-of	RPS6KA4
MAPK6	controls-state-change-of	RPS6KA4
MAPK6	controls-phosphorylation-of	RPS6KA5
MAPK6	controls-state-change-of	RPS6KA5
MAPK6	controls-phosphorylation-of	RPS6KA6
MAPK6	controls-state-change-of	RPS6KA6
MAPK6	controls-phosphorylation-of	RPS6KB1
MAPK6	controls-state-change-of	RPS6KB1
MAPK6	controls-phosphorylation-of	RPS6KB2
MAPK6	controls-state-change-of	RPS6KB2
MAPK6	controls-phosphorylation-of	RPS6KC1
MAPK6	controls-state-change-of	RPS6KC1
MAPK6	controls-phosphorylation-of	SPDEF
MAPK6	controls-state-change-of	SPDEF
MAPK6	controls-state-change-of	STAT1
MAPK6	controls-state-change-of	STAT2
MAPK6	controls-state-change-of	STAT3
MAPK6	controls-state-change-of	STAT4
MAPK6	controls-state-change-of	STAT5A
MAPK6	controls-state-change-of	STAT5B
MAPK6	controls-state-change-of	STAT6
