PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
BLNK	controls-state-change-of	PRKCB	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BLNK	controls-state-change-of	PRKCD	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BLNK	controls-state-change-of	RAC1	PANTHER		B cell activation	panther:STATE_TRANSITION_LEFT__Complex__Rac_GDP_-_GTP-RIGHT__Complex__Rac_GTP_-_GDP-_r57;panther:_CATALYSIS___Complex__BLNK_vav__r57m1_r57
BLNK	controls-state-change-of	RAC2	PANTHER		B cell activation	panther:STATE_TRANSITION_LEFT__Complex__Rac_GDP_-_GTP-RIGHT__Complex__Rac_GTP_-_GDP-_r57;panther:_CATALYSIS___Complex__BLNK_vav__r57m1_r57
BLNK	in-complex-with	SOS1	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BLNK	in-complex-with	SOS2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BLNK	in-complex-with	VAV1	PANTHER		B cell activation	panther:_Complex__BLNK_vav__s157_a281_
BLNK	in-complex-with	VAV2	PANTHER		B cell activation	panther:_Complex__BLNK_vav__s157_a281_
BLNK	in-complex-with	VAV3	PANTHER		B cell activation	panther:_Complex__BLNK_vav__s157_a281_
BLNK	controls-production-of	chebi:16595	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BLNK	controls-production-of	chebi:18035	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	controls-phosphorylation-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
BTK	controls-state-change-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
BTK	in-complex-with	CD79A	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
BTK	in-complex-with	CD79B	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
BTK	in-complex-with	GRB2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BTK	controls-state-change-of	HRAS	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r42m1_r42;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r42
BTK	controls-state-change-of	ITPR1	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	controls-state-change-of	ITPR2	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	controls-state-change-of	ITPR3	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	in-complex-with	LYN	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
BTK	controls-state-change-of	NRAS	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r42m1_r42;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r42
BTK	in-complex-with	PLCG2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BTK	controls-state-change-of	PRKCB	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	controls-state-change-of	PRKCD	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	in-complex-with	SOS1	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BTK	in-complex-with	SOS2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
BTK	in-complex-with	SYK	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
BTK	controls-production-of	chebi:16595	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
BTK	controls-production-of	chebi:18035	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
CALM1	controls-state-change-of	PPP3CA	PANTHER		B cell activation	panther:STATE_TRANSITION_LEFT__Calcineurin-RIGHT__Calcineurin-_r37;panther:_CATALYSIS___Complex__Calmodulin_Ca_PLUS__PLUS___Ca_PLUS__PLUS___r37m1_r37
CALM1	controls-state-change-of	PPP3CB	PANTHER		B cell activation	panther:STATE_TRANSITION_LEFT__Calcineurin-RIGHT__Calcineurin-_r37;panther:_CATALYSIS___Complex__Calmodulin_Ca_PLUS__PLUS___Ca_PLUS__PLUS___r37m1_r37
CD19	in-complex-with	LYN	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
CD19	in-complex-with	PIK3CA	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
CD19	in-complex-with	PIK3CB	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
CD19	in-complex-with	PIK3CD	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
CD19	in-complex-with	PIK3CG	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
CD22	in-complex-with	PTPN6	PANTHER		B cell activation	panther:_Complex__SHP_1_CD22__s118_a201_
CD79A	controls-phosphorylation-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
CD79A	controls-state-change-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
CD79A	in-complex-with	CD79B	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta__s23_a24_;panther:_Complex__mIgM_Ig_alpha__Ig_beta__s28_a33_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
CD79A	in-complex-with	LYN	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
CD79A	in-complex-with	SYK	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
CD79B	controls-phosphorylation-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
CD79B	controls-state-change-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
CD79B	in-complex-with	LYN	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
CD79B	in-complex-with	SYK	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
CHUK	controls-phosphorylation-of	NFKBIA	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
CHUK	controls-state-change-of	NFKBIA	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
CHUK	controls-phosphorylation-of	NFKBIL1	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
CHUK	controls-state-change-of	NFKBIL1	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
FOS	in-complex-with	JUN	PANTHER		B cell activation	panther:_Complex__fos_jun__s148_a262_
GRB2	controls-state-change-of	HRAS	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r42m1_r42;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r42
GRB2	controls-state-change-of	ITPR1	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	controls-state-change-of	ITPR2	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	controls-state-change-of	ITPR3	PANTHER		B cell activation	panther:_IP3_s86_a136_;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:STATE_TRANSITION_LEFT__IP3R-RIGHT__IP3R-_r80;panther:_PHYSICAL_STIMULATION___IP3_r80m1_r80;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	controls-state-change-of	NRAS	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r42m1_r42;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r42
GRB2	in-complex-with	PLCG2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
GRB2	controls-state-change-of	PRKCB	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	controls-state-change-of	PRKCD	PANTHER		B cell activation	panther:HETERODIMER_ASSOCIATION_LEFT__DAG-_PKC-RIGHT__Complex__PKC_DAG_-_r52;panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:_DAG_s110_a135_;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	in-complex-with	SOS1	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
GRB2	in-complex-with	SOS2	PANTHER		B cell activation	panther:_Complex__BLNK_Btk__PLC_gamma2_Grb2__SOS__s76_a120_;panther:_Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__s317_a145_
GRB2	controls-production-of	chebi:16595	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
GRB2	controls-production-of	chebi:18035	PANTHER		B cell activation	panther:_CATALYSIS___Complex__BLNK_PLC_gamma2__Btk_Grb2__SOS__r23m1_r23;panther:TRUNCATION_LEFT__PIP2-RIGHT__DAG-_IP3-_r23
HRAS	in-complex-with	MAP2K1	PANTHER		B cell activation	panther:_Complex__Ras_Raf__MEK_GTP__s272_a315_
HRAS	in-complex-with	MAP2K2	PANTHER		B cell activation	panther:_Complex__Ras_Raf__MEK_GTP__s272_a315_
HRAS	in-complex-with	RAF1	PANTHER		B cell activation	panther:_Complex__Ras_GTP__Raf__s310_a230_;panther:_Complex__Ras_Raf__MEK_GTP__s272_a315_
IKBKB	controls-phosphorylation-of	NFKBIA	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
IKBKB	controls-state-change-of	NFKBIA	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
IKBKB	controls-phosphorylation-of	NFKBIL1	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
IKBKB	controls-state-change-of	NFKBIL1	PANTHER		B cell activation	panther:_CATALYSIS___IKK_r67m1_r67;panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67_39ec8549aff0c03c00a01e57b00b505c
ITPR1	controls-transport-of-chemical	chebi:29108	PANTHER		B cell activation	panther:_TRIGGER___IP3R_r86m1_r86;panther:TRANSPORT_LEFT__Ca_PLUS__PLUS_-RIGHT__Ca_PLUS__PLUS_-_r86
ITPR2	controls-transport-of-chemical	chebi:29108	PANTHER		B cell activation	panther:_TRIGGER___IP3R_r86m1_r86;panther:TRANSPORT_LEFT__Ca_PLUS__PLUS_-RIGHT__Ca_PLUS__PLUS_-_r86
ITPR3	controls-transport-of-chemical	chebi:29108	PANTHER		B cell activation	panther:_TRIGGER___IP3R_r86m1_r86;panther:TRANSPORT_LEFT__Ca_PLUS__PLUS_-RIGHT__Ca_PLUS__PLUS_-_r86
LYN	controls-phosphorylation-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
LYN	controls-state-change-of	BLNK	PANTHER		B cell activation	panther:_CATALYSIS___Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__r14m1_r14;panther:STATE_TRANSITION_LEFT__ATP-_BLNK-RIGHT__BLNK-_ADP-_r14
LYN	controls-phosphorylation-of	BTK	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r22m1_r22;panther:STATE_TRANSITION_LEFT__ATP-_Btk-RIGHT__Btk-_ADP-_r22
LYN	controls-state-change-of	BTK	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r22m1_r22;panther:STATE_TRANSITION_LEFT__ATP-_Btk-RIGHT__Btk-_ADP-_r22
LYN	controls-phosphorylation-of	CD22	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r1m1_r1;panther:STATE_TRANSITION_LEFT__CD22-_ATP-RIGHT__CD22-_ADP-_r1
LYN	controls-state-change-of	CD22	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r1m1_r1;panther:STATE_TRANSITION_LEFT__CD22-_ATP-RIGHT__CD22-_ADP-_r1
LYN	controls-phosphorylation-of	CD79A	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r7m1_r7;panther:STATE_TRANSITION_LEFT__Complex__mIgM_Ig_alpha__Ig_beta_-_ATP-RIGHT__Complex__mIgM_Ig_alpha__Ig_beta_-_ADP-_r7
LYN	controls-state-change-of	CD79A	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r7m1_r7;panther:STATE_TRANSITION_LEFT__Complex__mIgM_Ig_alpha__Ig_beta_-_ATP-RIGHT__Complex__mIgM_Ig_alpha__Ig_beta_-_ADP-_r7
LYN	controls-phosphorylation-of	CD79B	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r7m1_r7;panther:STATE_TRANSITION_LEFT__Complex__mIgM_Ig_alpha__Ig_beta_-_ATP-RIGHT__Complex__mIgM_Ig_alpha__Ig_beta_-_ADP-_r7
LYN	controls-state-change-of	CD79B	PANTHER		B cell activation	panther:_CATALYSIS___Lyn_r7m1_r7;panther:STATE_TRANSITION_LEFT__Complex__mIgM_Ig_alpha__Ig_beta_-_ATP-RIGHT__Complex__mIgM_Ig_alpha__Ig_beta_-_ADP-_r7
LYN	in-complex-with	PIK3CA	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
LYN	in-complex-with	PIK3CB	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
LYN	in-complex-with	PIK3CD	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
LYN	in-complex-with	PIK3CG	PANTHER		B cell activation	panther:_Complex__CD19_Lyn__PI3K__s299_a330_
LYN	in-complex-with	SYK	PANTHER		B cell activation	panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s44_a66_;panther:_Complex__mIgM_Ig_alpha__Ig_beta_Blk__Btk_Lyn__Syk__s53_a85_
MAP2K1	controls-phosphorylation-of	MAPK1	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K1	controls-state-change-of	MAPK1	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K1	controls-phosphorylation-of	MAPK3	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K1	controls-state-change-of	MAPK3	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K1	in-complex-with	NRAS	PANTHER		B cell activation	panther:_Complex__Ras_Raf__MEK_GTP__s272_a315_
MAP2K1	in-complex-with	RAF1	PANTHER		B cell activation	panther:_Complex__Ras_Raf__MEK_GTP__s272_a315_
MAP2K2	controls-phosphorylation-of	MAPK1	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K2	controls-state-change-of	MAPK1	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
MAP2K2	controls-phosphorylation-of	MAPK3	PANTHER		B cell activation	panther:_CATALYSIS___MEK_r48m1_r48;panther:STATE_TRANSITION_LEFT__ERK-_ATP-RIGHT__ERK-_ADP-_r48
