PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
ACTA2	in-complex-with	MYO5B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	MYO5C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	MYO6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	MYO7A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	MYO7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	MYO9A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTA2	in-complex-with	PLEKHH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	CTAGE15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	CTAGE4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	CTAGE9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	CTAGE15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	CTAGE4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	CTAGE9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH11	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH13	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH14	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH1	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH2	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH7	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH8	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYH9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO15A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO16	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO18A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO18B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO19	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1D	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1E	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1F	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO1G	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO3A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO3B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO5A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO5B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO5C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO7A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	MYO9A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTBL2	in-complex-with	PLEKHH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH11	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH13	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH14	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH1	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH2	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH7	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH8	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYH9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO15A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO16	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO18A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO18B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO19	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1D	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1E	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1F	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO1G	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO3A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO3B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO5A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO5B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO5C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO7A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	MYO9A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTB	in-complex-with	PLEKHH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	CTAGE15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	CTAGE4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	CTAGE9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH11	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH13	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH14	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH15	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH1	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH2	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH3	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH4	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH6	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH7B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH7	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH8	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYH9	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO10	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO15A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO16	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO18A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO18B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO19	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1B	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1C	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1D	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1E	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1F	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO1G	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
ACTC1	in-complex-with	MYO3A	PANTHER		Nicotinic acetylcholine receptor signaling pathway	panther:_Complex__Actin_Myosin__s166_a183_
