PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
BRAF	controls-state-change-of	MAP2K2	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__MEK-RIGHT__MEK-_r21;panther:_CATALYSIS___Raf_r21m1_r21
CDC42	controls-state-change-of	RAC1	PANTHER		Ras Pathway	panther:_CATALYSIS___Cdc42_r15m3_r15;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r15
CDC42	controls-state-change-of	RAC2	PANTHER		Ras Pathway	panther:_CATALYSIS___Cdc42_r15m3_r15;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r15
CDC42	controls-state-change-of	RAC3	PANTHER		Ras Pathway	panther:_CATALYSIS___Cdc42_r15m3_r15;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r15
GRB2	controls-state-change-of	HRAS	PANTHER		Ras Pathway	panther:_CATALYSIS___Complex__Shc_Grb2__SOS__r1m1_r1;panther:STATE_TRANSITION_LEFT__Ras-_GTP-RIGHT__GDP-_Ras-_r1
GRB2	controls-state-change-of	KRAS	PANTHER		Ras Pathway	panther:_CATALYSIS___Complex__Shc_Grb2__SOS__r1m1_r1;panther:STATE_TRANSITION_LEFT__Ras-_GTP-RIGHT__GDP-_Ras-_r1
GRB2	controls-state-change-of	NRAS	PANTHER		Ras Pathway	panther:_CATALYSIS___Complex__Shc_Grb2__SOS__r1m1_r1;panther:STATE_TRANSITION_LEFT__Ras-_GTP-RIGHT__GDP-_Ras-_r1
GRB2	in-complex-with	SHC1	PANTHER		Ras Pathway	panther:_Complex__Shc_Grb2__SOS__s27_a42_
GRB2	in-complex-with	SOS1	PANTHER		Ras Pathway	panther:_Complex__Shc_Grb2__SOS__s27_a42_
GRB2	in-complex-with	SOS2	PANTHER		Ras Pathway	panther:_Complex__Shc_Grb2__SOS__s27_a42_
HRAS	controls-state-change-of	ARAF	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
HRAS	controls-state-change-of	BRAF	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
HRAS	controls-state-change-of	MAP3K1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__MEKK1_4-RIGHT__MEKK1_4-_r13;panther:_UNKNOWN_CATALYSIS___Ras_r13m3_r13
HRAS	controls-state-change-of	MAP3K4	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__MEKK1_4-RIGHT__MEKK1_4-_r13;panther:_UNKNOWN_CATALYSIS___Ras_r13m3_r13
HRAS	controls-state-change-of	MAP3K7CL	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r23;panther:_UNKNOWN_CATALYSIS___Ras_r23m1_r23
HRAS	controls-state-change-of	PIK3C3	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
HRAS	controls-state-change-of	PIK3CA	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
HRAS	controls-state-change-of	PIK3CB	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
HRAS	controls-state-change-of	PIK3CD	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
HRAS	controls-state-change-of	PIK3CG	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
HRAS	controls-state-change-of	RAF1	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
HRAS	controls-state-change-of	RALGDS	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
HRAS	controls-state-change-of	RGL1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
HRAS	controls-state-change-of	RGL2	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
HRAS	controls-state-change-of	TIAM1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Tiam1-RIGHT__Tiam1-_r5;panther:_CATALYSIS___Ras_r5m1_r5
KRAS	controls-state-change-of	ARAF	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
KRAS	controls-state-change-of	BRAF	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
KRAS	controls-state-change-of	MAP3K1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__MEKK1_4-RIGHT__MEKK1_4-_r13;panther:_UNKNOWN_CATALYSIS___Ras_r13m3_r13
KRAS	controls-state-change-of	MAP3K4	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__MEKK1_4-RIGHT__MEKK1_4-_r13;panther:_UNKNOWN_CATALYSIS___Ras_r13m3_r13
KRAS	controls-state-change-of	MAP3K7CL	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__TAK-RIGHT__TAK-_r23;panther:_UNKNOWN_CATALYSIS___Ras_r23m1_r23
KRAS	controls-state-change-of	PIK3C3	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
KRAS	controls-state-change-of	PIK3CA	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
KRAS	controls-state-change-of	PIK3CB	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
KRAS	controls-state-change-of	PIK3CD	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
KRAS	controls-state-change-of	PIK3CG	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r32m1_r32;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r32_52e54e20d5ade18f4db59f7c1e65112c
KRAS	controls-state-change-of	RAF1	PANTHER		Ras Pathway	panther:_CATALYSIS___Ras_r3m1_r3;panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r3
KRAS	controls-state-change-of	RALGDS	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
KRAS	controls-state-change-of	RGL1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
KRAS	controls-state-change-of	RGL2	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__RalGDS-RIGHT__RalGDS-_r4;panther:_CATALYSIS___Ras_r4m1_r4
KRAS	controls-state-change-of	TIAM1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Tiam1-RIGHT__Tiam1-_r5;panther:_CATALYSIS___Ras_r5m1_r5
MAP2K1	controls-phosphorylation-of	MAPK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K1	controls-state-change-of	MAPK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K1	controls-phosphorylation-of	MAPK3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K1	controls-state-change-of	MAPK3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K2	controls-phosphorylation-of	MAPK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K2	controls-state-change-of	MAPK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K2	controls-phosphorylation-of	MAPK3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K2	controls-state-change-of	MAPK3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__ERK-RIGHT__ERK-_r22;panther:_CATALYSIS___MEK_r22m1_r22
MAP2K3	controls-phosphorylation-of	MAPK11	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-state-change-of	MAPK11	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-phosphorylation-of	MAPK12	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-state-change-of	MAPK12	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-phosphorylation-of	MAPK13	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-state-change-of	MAPK13	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-phosphorylation-of	MAPK14	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K3	controls-state-change-of	MAPK14	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K4	controls-phosphorylation-of	MAPK10	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K4	controls-state-change-of	MAPK10	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K4	controls-phosphorylation-of	MAPK8	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K4	controls-state-change-of	MAPK8	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K4	controls-phosphorylation-of	MAPK9	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K4	controls-state-change-of	MAPK9	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K6	controls-phosphorylation-of	MAPK11	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-state-change-of	MAPK11	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-phosphorylation-of	MAPK12	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-state-change-of	MAPK12	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-phosphorylation-of	MAPK13	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-state-change-of	MAPK13	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-phosphorylation-of	MAPK14	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K6	controls-state-change-of	MAPK14	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK3_6_r37m1_r37;panther:STATE_TRANSITION_LEFT__p38-RIGHT__p38-_r37
MAP2K7	controls-phosphorylation-of	MAPK10	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K7	controls-state-change-of	MAPK10	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K7	controls-phosphorylation-of	MAPK8	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K7	controls-state-change-of	MAPK8	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K7	controls-phosphorylation-of	MAPK9	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP2K7	controls-state-change-of	MAPK9	PANTHER		Ras Pathway	panther:_CATALYSIS___MKK4_7_r20m3_r20;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r20
MAP3K1	controls-phosphorylation-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K1	controls-state-change-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K1	controls-phosphorylation-of	MAP2K4	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K1	controls-state-change-of	MAP2K4	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K1	controls-phosphorylation-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K1	controls-state-change-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K1	controls-phosphorylation-of	MAP2K7	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K1	controls-state-change-of	MAP2K7	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K4	controls-phosphorylation-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K4	controls-state-change-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K4	controls-phosphorylation-of	MAP2K4	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K4	controls-state-change-of	MAP2K4	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K4	controls-phosphorylation-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K4	controls-state-change-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r36m1_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K4	controls-phosphorylation-of	MAP2K7	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K4	controls-state-change-of	MAP2K7	PANTHER		Ras Pathway	panther:_CATALYSIS___MEKK1_4_r19m1_r19;panther:STATE_TRANSITION_LEFT__MKK4_7-RIGHT__MKK4_7-_r19
MAP3K7CL	controls-phosphorylation-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___TAK_r36m5_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K7CL	controls-state-change-of	MAP2K3	PANTHER		Ras Pathway	panther:_CATALYSIS___TAK_r36m5_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K7CL	controls-phosphorylation-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___TAK_r36m5_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAP3K7CL	controls-state-change-of	MAP2K6	PANTHER		Ras Pathway	panther:_CATALYSIS___TAK_r36m5_r36;panther:STATE_TRANSITION_LEFT__MKK3_6-RIGHT__MKK3_6-_r36
MAPK10	controls-phosphorylation-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r66m3_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK10	controls-state-change-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r66m3_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK10	controls-phosphorylation-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___JNK_r45m1_r45
MAPK10	controls-state-change-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___JNK_r45m1_r45
MAPK10	controls-phosphorylation-of	JUN	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__AP1-RIGHT__AP1-_r63;panther:_CATALYSIS___JNK_r63m1_r63
MAPK10	controls-state-change-of	JUN	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__AP1-RIGHT__AP1-_r63;panther:_CATALYSIS___JNK_r63m1_r63
MAPK10	controls-phosphorylation-of	STAT1	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r64m5_r64;panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64
MAPK10	controls-state-change-of	STAT1	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r64m5_r64;panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64
MAPK10	controls-phosphorylation-of	STAT3	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r64m5_r64;panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64
MAPK10	controls-state-change-of	STAT3	PANTHER		Ras Pathway	panther:_CATALYSIS___JNK_r64m5_r64;panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64
MAPK11	controls-phosphorylation-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___p38_r66m1_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK11	controls-state-change-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___p38_r66m1_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK11	controls-phosphorylation-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___p38_r45m3_r45
MAPK11	controls-state-change-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___p38_r45m3_r45
MAPK11	controls-phosphorylation-of	STAT1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
MAPK11	controls-state-change-of	STAT1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
MAPK11	controls-phosphorylation-of	STAT3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
MAPK11	controls-state-change-of	STAT3	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
MAPK12	controls-phosphorylation-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___p38_r66m1_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK12	controls-state-change-of	ATF2	PANTHER		Ras Pathway	panther:_CATALYSIS___p38_r66m1_r66;panther:STATE_TRANSITION_LEFT__ATF2-RIGHT__ATF2-_r66
MAPK12	controls-phosphorylation-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___p38_r45m3_r45
MAPK12	controls-state-change-of	ELK1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Elk_1-RIGHT__Elk_1-_r45;panther:_CATALYSIS___p38_r45m3_r45
MAPK12	controls-phosphorylation-of	STAT1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
MAPK12	controls-state-change-of	STAT1	PANTHER		Ras Pathway	panther:STATE_TRANSITION_LEFT__Stat_1_3-RIGHT__Stat_1_3-_r64;panther:_CATALYSIS___p38_r64m1_r64
