PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
CD28	controls-state-change-of	PIK3CD	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD28	controls-state-change-of	PIK3CG	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD28	controls-state-change-of	PIK3R1	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD28	controls-state-change-of	PIK3R2	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD28	controls-state-change-of	PIK3R3	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD3D	in-complex-with	CD3E	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__TCR_Beta_MHC_antigen__CD3_gamma_TCR_alpha__CD3_eta_CD3_delta__TCR_zeta__s370_a615_;panther:_Complex__CD3_gamma_TCR_alpha__TCR_Beta_CD3_delta__CD3_eta_TCR_zeta__s362_a601_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_;panther:_Complex__TCR_Beta_MHC_antigen__TCR_alpha_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta__s384_a629_
CD3D	in-complex-with	CD3G	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__TCR_Beta_MHC_antigen__CD3_gamma_TCR_alpha__CD3_eta_CD3_delta__TCR_zeta__s370_a615_;panther:_Complex__CD3_gamma_TCR_alpha__TCR_Beta_CD3_delta__CD3_eta_TCR_zeta__s362_a601_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_;panther:_Complex__TCR_Beta_MHC_antigen__TCR_alpha_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta__s384_a629_
CD3D	controls-phosphorylation-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3D	controls-state-change-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3D	in-complex-with	ZAP70	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_
CD3E	in-complex-with	CD3G	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__TCR_Beta_MHC_antigen__CD3_gamma_TCR_alpha__CD3_eta_CD3_delta__TCR_zeta__s370_a615_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_;panther:_Complex__CD3_gamma_TCR_alpha__TCR_Beta_CD3_delta__CD3_eta_TCR_zeta__s362_a601_;panther:_Complex__TCR_Beta_MHC_antigen__TCR_alpha_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta__s384_a629_
CD3E	controls-phosphorylation-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3E	controls-state-change-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3E	in-complex-with	ZAP70	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_
CD3G	controls-phosphorylation-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3G	controls-state-change-of	LAT	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__LAT-RIGHT__LAT-_r16;panther:_CATALYSIS___Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__r16m1_r16
CD3G	in-complex-with	ZAP70	PANTHER		T cell activation	panther:_Complex__TCR_Beta_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s398_a648_;panther:_Complex__CD3_gamma_TCR_Beta__CD3_delta_CD3_eta__TCR_zeta_ZAP_70__TCR_alpha__s437_a667_
CD80	controls-state-change-of	PIK3C3	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3CA	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3CB	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3CD	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3CG	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3R1	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3R2	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD80	controls-state-change-of	PIK3R3	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3C3	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3CA	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3CB	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3CD	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3CG	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3R1	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3R2	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CD86	controls-state-change-of	PIK3R3	PANTHER		T cell activation	panther:_CATALYSIS___Complex__CD28_B7__r115m1_r115;panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r115
CHUK	controls-phosphorylation-of	NFKBIA	PANTHER		T cell activation	panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67;panther:_CATALYSIS___IKK_r67m1_r67_c11aea1ece8826d2d72f88bde8098603
CHUK	controls-state-change-of	NFKBIA	PANTHER		T cell activation	panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67;panther:_CATALYSIS___IKK_r67m1_r67_c11aea1ece8826d2d72f88bde8098603
CSK	controls-phosphorylation-of	LCK	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__ATP-_Lck-RIGHT__Lck-_ADP-_r7;panther:_CATALYSIS___Csk_r7m1_r7
CSK	controls-state-change-of	LCK	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__ATP-_Lck-RIGHT__Lck-_ADP-_r7;panther:_CATALYSIS___Csk_r7m1_r7
FOS	in-complex-with	JUN	PANTHER		T cell activation	panther:_Complex__jun_fos__s306_a506_
GRAP2	controls-state-change-of	CDC42	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__GTP-_Complex__cdc42_GDP_-RIGHT__GDP-_Complex__cdc42_GTP_-_r37;panther:_CATALYSIS___Complex__LAT_Gads__SLP_76_vav__nck__r37m1_r37
GRAP2	controls-state-change-of	HRAS	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__r24m1_r24;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r24
GRAP2	in-complex-with	LAT	PANTHER		T cell activation	panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s461_a717_;panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_;panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_;panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s464_a720_;panther:_Complex__LAT_Gads__SLP_76__s419_a729_
GRAP2	in-complex-with	LCP2	PANTHER		T cell activation	panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s461_a717_;panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_;panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_;panther:_Complex__Gads_SLP_76__s204_a302_;panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s464_a720_;panther:_Complex__LAT_Gads__SLP_76__s419_a729_
GRAP2	in-complex-with	NCK1	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	NCK2	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	controls-state-change-of	NRAS	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__r24m1_r24;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r24
GRAP2	in-complex-with	PAK1	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	PAK2	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	PAK3	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	PLCG1	PANTHER		T cell activation	panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s461_a717_;panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_;panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s464_a720_
GRAP2	controls-state-change-of	RAC1	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_Gads__SLP_76_vav__nck__r36m1_r36;panther:STATE_TRANSITION_LEFT__GTP-_Complex__rac_GDP_-RIGHT__GDP-_Complex__rac_GTP_-_r36
GRAP2	in-complex-with	SOS1	PANTHER		T cell activation	panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_
GRAP2	in-complex-with	SOS2	PANTHER		T cell activation	panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_
GRAP2	in-complex-with	VAV1	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	VAV2	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
GRAP2	in-complex-with	VAV3	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
HRAS	in-complex-with	MAP2K1	PANTHER		T cell activation	panther:_Complex__Ras_GTP__Raf_MEK__s449_a691_
HRAS	in-complex-with	MAP2K2	PANTHER		T cell activation	panther:_Complex__Ras_GTP__Raf_MEK__s449_a691_
HRAS	in-complex-with	RAF1	PANTHER		T cell activation	panther:_Complex__Ras_GTP__Raf_MEK__s449_a691_;panther:_Complex__Ras_GTP__Raf__s490_a693_
IKBKB	controls-phosphorylation-of	NFKBIA	PANTHER		T cell activation	panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67;panther:_CATALYSIS___IKK_r67m1_r67_c11aea1ece8826d2d72f88bde8098603
IKBKB	controls-state-change-of	NFKBIA	PANTHER		T cell activation	panther:DISSOCIATION_LEFT__Complex__NF_kappa_B_I_kappa_B_-RIGHT__I_kappa_B-_NF_kappa_B-_r67;panther:_CATALYSIS___IKK_r67m1_r67_c11aea1ece8826d2d72f88bde8098603
ITPR1	controls-state-change-of	CALM1	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__Ca_PLUS__PLUS_-RIGHT__Ca_PLUS__PLUS_-_r106;panther:HETERODIMER_ASSOCIATION_LEFT__Calmodulin-_Ca_PLUS__PLUS_-RIGHT__Complex__Calmodulin_Ca_PLUS__PLUS___Ca_PLUS__PLUS__-_r104;panther:_TRIGGER___IP3R_r106m1_r106;panther:_Ca_PLUS__PLUS__s494_a482_
ITPR1	controls-transport-of-chemical	chebi:29108	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__Ca_PLUS__PLUS_-RIGHT__Ca_PLUS__PLUS_-_r106;panther:_TRIGGER___IP3R_r106m1_r106
LAT	controls-state-change-of	CDC42	PANTHER		T cell activation	panther:STATE_TRANSITION_LEFT__GTP-_Complex__cdc42_GDP_-RIGHT__GDP-_Complex__cdc42_GTP_-_r37;panther:_CATALYSIS___Complex__LAT_Gads__SLP_76_vav__nck__r37m1_r37
LAT	controls-state-change-of	HRAS	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__r24m1_r24;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r24
LAT	in-complex-with	LCP2	PANTHER		T cell activation	panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s461_a717_;panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_;panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_;panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s464_a720_;panther:_Complex__LAT_Gads__SLP_76__s419_a729_
LAT	in-complex-with	NCK1	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	NCK2	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	controls-state-change-of	NRAS	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__r24m1_r24;panther:STATE_TRANSITION_LEFT__GTP-_Complex__Ras_GDP__-RIGHT__Complex__Ras_GTP_-_GDP-_r24
LAT	in-complex-with	PAK1	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	PAK2	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	PAK3	PANTHER		T cell activation	panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	PLCG1	PANTHER		T cell activation	panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s461_a717_;panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_;panther:_Complex__LAT_PLC_gamma__Gads_SLP_76__s464_a720_
LAT	controls-state-change-of	RAC1	PANTHER		T cell activation	panther:_CATALYSIS___Complex__LAT_Gads__SLP_76_vav__nck__r36m1_r36;panther:STATE_TRANSITION_LEFT__GTP-_Complex__rac_GDP_-RIGHT__GDP-_Complex__rac_GTP_-_r36
LAT	in-complex-with	SOS1	PANTHER		T cell activation	panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_
LAT	in-complex-with	SOS2	PANTHER		T cell activation	panther:_Complex__LAT_SLP_76__Grb2_SOS__Gads_PLC_gamma__s442_a682_
LAT	in-complex-with	VAV1	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	VAV2	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LAT	in-complex-with	VAV3	PANTHER		T cell activation	panther:_Complex__LAT_Gads__SLP_76_vav__nck__s477_a764_;panther:_Complex__LAT_Pak__Gads_SLP_76__WASP_vav__nck__s471_a743_
LCK	controls-phosphorylation-of	CD247	PANTHER		T cell activation	panther:_CATALYSIS___Lck_r96m1_r96;panther:STATE_TRANSITION_LEFT__ATP-_Complex__TCR_Beta_MHC_antigen__CD3_gamma_TCR_alpha__CD3_eta_CD3_delta__TCR_zeta_-RIGHT__Complex__TCR_Beta_MHC_antigen__TCR_alpha_CD3_gamma__CD3_delta_CD3_eta__TCR_zeta_-_ADP-_r96
