NODE1	INTERACTION_TYPE	NODE2
PIK3CB	catalysis-precedes	PIK3CD
PIK3CB	catalysis-precedes	PIK3CG
PIK3CB	catalysis-precedes	PIK3R1
PIK3CB	catalysis-precedes	PIK3R2
PIK3CB	catalysis-precedes	PIK3R3
PIK3CB	catalysis-precedes	PLCG1
PIK3CD	catalysis-precedes	PIK3C3
PIK3CD	catalysis-precedes	PIK3CA
PIK3CD	catalysis-precedes	PIK3CB
PIK3CD	catalysis-precedes	PIK3CG
PIK3CD	catalysis-precedes	PIK3R1
PIK3CD	catalysis-precedes	PIK3R2
PIK3CD	catalysis-precedes	PIK3R3
PIK3CD	catalysis-precedes	PLCG1
PIK3CG	catalysis-precedes	PIK3C3
PIK3CG	catalysis-precedes	PIK3CA
PIK3CG	catalysis-precedes	PIK3CB
PIK3CG	catalysis-precedes	PIK3CD
PIK3CG	catalysis-precedes	PIK3R1
PIK3CG	catalysis-precedes	PIK3R2
PIK3CG	catalysis-precedes	PIK3R3
PIK3CG	catalysis-precedes	PLCG1
PIK3R1	catalysis-precedes	PIK3C3
PIK3R1	catalysis-precedes	PIK3CA
PIK3R1	catalysis-precedes	PIK3CB
PIK3R1	catalysis-precedes	PIK3CD
PIK3R1	catalysis-precedes	PIK3CG
PIK3R1	catalysis-precedes	PIK3R2
PIK3R1	catalysis-precedes	PIK3R3
PIK3R1	catalysis-precedes	PLCG1
PIK3R2	catalysis-precedes	PIK3C3
PIK3R2	catalysis-precedes	PIK3CA
PIK3R2	catalysis-precedes	PIK3CB
PIK3R2	catalysis-precedes	PIK3CD
PIK3R2	catalysis-precedes	PIK3CG
PIK3R2	catalysis-precedes	PIK3R1
PIK3R2	catalysis-precedes	PIK3R3
PIK3R2	catalysis-precedes	PLCG1
PIK3R3	catalysis-precedes	PIK3C3
PIK3R3	catalysis-precedes	PIK3CA
PIK3R3	catalysis-precedes	PIK3CB
PIK3R3	catalysis-precedes	PIK3CD
PIK3R3	catalysis-precedes	PIK3CG
PIK3R3	catalysis-precedes	PIK3R1
PIK3R3	catalysis-precedes	PIK3R2
PIK3R3	catalysis-precedes	PLCG1
PLCG1	controls-state-change-of	HRAS
PLCG1	controls-state-change-of	ITPR1
PLCG1	controls-state-change-of	NRAS
PLCG1	controls-state-change-of	PRKCQ
PLCG1	in-complex-with	SOS1
PLCG1	in-complex-with	SOS2
PRKCQ	controls-state-change-of	CHUK
PRKCQ	controls-state-change-of	IKBKB
PTPRC	controls-phosphorylation-of	LCK
PTPRC	controls-state-change-of	LCK
RAC1	controls-state-change-of	MAP3K1
SOS1	controls-state-change-of	HRAS
SOS1	controls-state-change-of	NRAS
SOS2	controls-state-change-of	HRAS
SOS2	controls-state-change-of	NRAS
VAV1	controls-state-change-of	CDC42
VAV1	controls-state-change-of	RAC1
VAV2	controls-state-change-of	CDC42
VAV2	controls-state-change-of	RAC1
VAV3	controls-state-change-of	CDC42
VAV3	controls-state-change-of	RAC1
ZAP70	controls-state-change-of	GRAP2
ZAP70	controls-phosphorylation-of	LAT
ZAP70	controls-state-change-of	LAT
ZAP70	controls-phosphorylation-of	LCP2
ZAP70	controls-state-change-of	LCP2
ZAP70	controls-phosphorylation-of	PLCG1
ZAP70	controls-state-change-of	PLCG1
