PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
FGF11	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF11	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF11	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF11	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF11	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF11	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF12	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF13	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF14	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF17	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF18	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF1	controls-state-change-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-phosphorylation-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-state-change-of	FGFR1	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-phosphorylation-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-state-change-of	FGFR2	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-phosphorylation-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-state-change-of	FGFR3	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
FGF20	controls-phosphorylation-of	FGFR4	PANTHER		FGF signaling pathway	panther:_CATALYSIS___FGF_r18m1_r18;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r17;panther:STATE_TRANSITION_LEFT__FGFR1_4-RIGHT__FGFR1_4-_r18;panther:_CATALYSIS___FGF_r17m1_r17
