PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
MAPKAPK2	controls-state-change-of	CRYAB	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___MAPKAPK2_3_r65m1_r65;panther:STATE_TRANSITION_LEFT__HSP27-RIGHT__HSP27-_r65
MAPKAPK2	controls-state-change-of	HSPB1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___MAPKAPK2_3_r65m1_r65;panther:STATE_TRANSITION_LEFT__HSP27-RIGHT__HSP27-_r65
MAPKAPK3	controls-state-change-of	CRYAA	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___MAPKAPK2_3_r65m1_r65;panther:STATE_TRANSITION_LEFT__HSP27-RIGHT__HSP27-_r65
MAPKAPK3	controls-state-change-of	CRYAB	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___MAPKAPK2_3_r65m1_r65;panther:STATE_TRANSITION_LEFT__HSP27-RIGHT__HSP27-_r65
MAPKAPK3	controls-state-change-of	HSPB1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___MAPKAPK2_3_r65m1_r65;panther:STATE_TRANSITION_LEFT__HSP27-RIGHT__HSP27-_r65
NRAS	controls-state-change-of	ARAF	PANTHER		VEGF signaling pathway	panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r47;panther:_CATALYSIS___Ras_r47m1_r47
NRAS	controls-state-change-of	BRAF	PANTHER		VEGF signaling pathway	panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r47;panther:_CATALYSIS___Ras_r47m1_r47
NRAS	controls-state-change-of	RAF1	PANTHER		VEGF signaling pathway	panther:STATE_TRANSITION_LEFT__Raf-RIGHT__Raf-_r47;panther:_CATALYSIS___Ras_r47m1_r47
PIK3C2A	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3C2A	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2A	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3C2B	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3C2B	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C2B	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3C3	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3C3	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3C3	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3CA	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3CA	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CA	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3CB	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3CB	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CB	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3CD	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3CD	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-state-change-of	ARHGAP8	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-state-change-of	PRR5	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-state-change-of	RAC1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-state-change-of	RAC2	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-state-change-of	RAC3	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
PIK3CD	controls-production-of	chebi:16618	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67
PIK3CG	controls-state-change-of	AKT1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PIP3_r69m1_r69;panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:STATE_TRANSITION_LEFT__Akt_PKB-RIGHT__Akt_PKB-_r69
PIK3CG	controls-state-change-of	ARHGAP1	PANTHER		VEGF signaling pathway	panther:_CATALYSIS___PI3K_r67m1_r67;panther:_PIP3_s27_a27_;panther:STATE_TRANSITION_LEFT__PIP2-RIGHT__PIP3-_r67;panther:_CATALYSIS___PIP3_r68m1_r68;panther:STATE_TRANSITION_LEFT__Rac-RIGHT__Rac-_r68
