GeneSymbol	UniprotID	Dependency
BCLAF1	BCLF1_HUMAN	0.9576850268261072
BDP1	PTN18_HUMAN	0.9410134253096372
BET1	BET1_HUMAN	0.9000791384710164
BIRC5	BIRC5_HUMAN	0.991461853546113
BMP8B	BMP8B_HUMAN	0.6800738151871513
BMS1	BMS1_HUMAN	0.9874544429947468
BOLA3	BOLA3_HUMAN	0.5195757008557474
BOP1	BOP1_HUMAN	0.9891519350851472
BRAP	BRAP_HUMAN	0.7169344766850527
BRD4	BRD4_HUMAN	0.9197596308892276
BRF1	TF3B_HUMAN	0.9781385344558934
BRF2	BRF2_HUMAN	1.0
BRIX1	BRX1_HUMAN	0.9083542699504074
BRMS1	BRMS1_HUMAN	0.6899568486248817
BTAF1	BTAF1_HUMAN	0.7766722468850882
BTF3	BT3A2_HUMAN	0.9224617070238462
BTF3L4	BT3L4_HUMAN	0.5345465040450061
BUB1	BUB1_HUMAN	0.9264250435490846
BUB1B	BUB1B_HUMAN	0.9860994511533144
BUB3	BUB3_HUMAN	1.0
BUD13	BUD13_HUMAN	0.6528138313826186
BUD23	BUD23_HUMAN	0.9998139686556348
BUD31	BUD31_HUMAN	1.0
BYSL	BYST_HUMAN	0.9878258940935708
C18orf21	CR021_HUMAN	0.9579547300994332
C19orf53	L10K_HUMAN	0.5175752855351358
C1D	C1D_HUMAN	0.9710601996635811
C1orf131	FSAF1_HUMAN	0.9510645134897346
C1orf162	CA162_HUMAN	0.5902838962149474
C7orf25	CG025_HUMAN	0.9987995918113576
C9orf78	TLS1_HUMAN	0.5751397491091673
CACTIN	CATIN_HUMAN	0.7809807220468427
CAND1	CAND1_HUMAN	0.5283944201968581
CAPZB	CAPZB_HUMAN	0.9557158783561448
CARS1	SYCC_HUMAN	0.9997736353204616
CCAR1	CCAR1_HUMAN	0.7374158747731065
CCDC115	VMA22_HUMAN	0.7231849792081427
CCDC12	CCD12_HUMAN	0.5633466229314816
CCDC137	CC137_HUMAN	0.8878320864379615
CCDC174	CC174_HUMAN	0.7436625867335922
CCDC51	MITOK_HUMAN	0.915617025934378
CCDC59	TAP26_HUMAN	0.7527393283213548
CCDC86	CCD86_HUMAN	0.9237649821912204
CCNA2	CCNA2_HUMAN	0.964728172556364
CCNB1	CCNB1_HUMAN	0.9419669126975052
CCNB1IP1	CIP1_HUMAN	0.6050907156644206
CCND1	CCND1_HUMAN	0.9672162895371608
CCNH	CCNH_HUMAN	0.9973205680120146
CCNK	CCNK_HUMAN	0.9971241732601552
CCNL1	CCNL1_HUMAN	0.9084591032613514
CCT2	TCPB_HUMAN	0.9994036943653876
CCT3	TCPG_HUMAN	0.998913600201658
CCT4	TCPD_HUMAN	0.9999112090922406
CCT5	TCPE_HUMAN	0.789875456711333
CCT6A	TCPZ_HUMAN	0.9986121790510232
CCT7	TCPH_HUMAN	0.948859769872494
CCT8	TCPQ_HUMAN	0.9999862725132752
CD2BP2	CD2B2_HUMAN	0.5880622560219742
CD7	CD7_HUMAN	0.611550387210929
CDC123	CD123_HUMAN	0.9999895340232556
CDC16	CDC16_HUMAN	1.0
CDC20	CDC20_HUMAN	1.0
CDC23	CDC23_HUMAN	1.0
CDC27	CDC27_HUMAN	1.0
CDC37	CDC37_HUMAN	0.9998503286491572
CDC40	PRP17_HUMAN	0.7973915743081064
CDC42	CDC42_HUMAN	0.5703282617493153
CDC45	CDC45_HUMAN	1.0
CDC5L	CDC5L_HUMAN	0.9798739075093036
CDC6	CDC6_HUMAN	0.989873508860106
CDC7	CDC7_HUMAN	1.0
CDC73	CDC73_HUMAN	0.9717886032012828
CDCA5	CDCA5_HUMAN	0.6101187319248957
CDCA8	BOREA_HUMAN	0.9982970912613922
CDIPT	CDIPT_HUMAN	0.7014737323806406
CDK1	CDK1_HUMAN	1.0
CDK12	CDK12_HUMAN	0.7695072816073101
CDK7	CDK7_HUMAN	1.0
CDK9	CDK9_HUMAN	0.9941318960603084
CDT1	CDT1_HUMAN	0.9900224405666594
CEBPZ	CEBPZ_HUMAN	0.9527405313470614
CENATAC	CATAC_HUMAN	0.9672206114618518
CENPC	CENPC_HUMAN	0.9622492461708684
CENPE	CENPE_HUMAN	0.9211216047306388
CENPH	CENPH_HUMAN	0.968878089235449
CENPI	CENPI_HUMAN	0.976804651815428
CENPK	CENPK_HUMAN	0.9996403590736734
CENPL	CENPL_HUMAN	0.606082890019817
CENPN	CENPN_HUMAN	0.991330522347892
CENPP	CENPP_HUMAN	0.9352966955229028
CENPT	CENPT_HUMAN	0.53011099968102
CENPW	CENPW_HUMAN	0.9998792928907309
CEP131	CP131_HUMAN	0.5348722402218822
CEP192	CE192_HUMAN	0.7041377853927461
CEPT1	CEPT1_HUMAN	0.5437197460047253
CFAP298	CF298_HUMAN	0.992698652264096
CFL1	COF1_HUMAN	0.9592102339034324
CHAF1A	CAF1A_HUMAN	0.9397918163058144
CHAF1B	CAF1B_HUMAN	1.0
CHCHD4	MIA40_HUMAN	0.9883108365087072
CHD4	CHD4_HUMAN	0.8593101722006313
CHD8	CHD8_HUMAN	0.5941184477699987
CHEK1	CHK1_HUMAN	0.9935437356135484
CHERP	CHERP_HUMAN	0.9431285317723376
CHMP2A	CHM2A_HUMAN	0.9999463784464804
CHMP5	CHMP5_HUMAN	0.5809025132933867
CHMP6	CHMP6_HUMAN	0.99890211718546
CHORDC1	CHRD1_HUMAN	0.9891628252092896
CIAO1	CIAO1_HUMAN	0.9822845169554728
CIAO3	CIAO3_HUMAN	0.95463564399444
CINP	CINP_HUMAN	0.9999966180042286
CKAP5	CKAP5_HUMAN	1.0
CLNS1A	ICLN_HUMAN	0.9790460027609448
CLP1	CLP1_HUMAN	0.9999451407349798
CLSPN	CLSPN_HUMAN	0.6902008382459591
CLTC	CLH1_HUMAN	0.9999999999999998
CMC1	COXM1_HUMAN	0.6131106714039702
CMPK1	KCY_HUMAN	0.9750167709751536
CMTR1	CMTR1_HUMAN	0.7053087621682705
CNOT1	CNOT1_HUMAN	0.9522291011874804
CNOT2	CNOT2_HUMAN	0.5498978833870274
CNOT3	CNOT3_HUMAN	0.9930650811996976
COA5	COA5_HUMAN	0.5148435581061628
COASY	COASY_HUMAN	0.6523681745246924
COG3	COG3_HUMAN	0.8796145196051162
COPA	COPA_HUMAN	0.999902690712966
COPB1	COPB_HUMAN	1.0
COPB2	COPB2_HUMAN	1.0
COPG1	COPG1_HUMAN	0.9251562980598186
COPS2	CSN2_HUMAN	0.999252358943046
COPS3	CSN3_HUMAN	0.8584846083945245
COPS4	CSN4_HUMAN	0.9999759892793958
COPS5	CSN5_HUMAN	1.0
COPS6	CSN6_HUMAN	0.9999966939058068
COPS8	CSN8_HUMAN	0.9636114218093
COPZ1	COPZ1_HUMAN	0.9958569077254495
COQ2	COQ2_HUMAN	0.8005712210902746
COQ4	COQ4_HUMAN	0.6344635216686781
COX11	COX11_HUMAN	0.5169596159434909
COX17	COX17_HUMAN	0.9750801089438772
COX20	COX20_HUMAN	0.7250285809189925
COX5A	COX5A_HUMAN	0.8040245933351304
COX5B	COX5B_HUMAN	0.799439950636818
COX6C	COX6C_HUMAN	0.6149560144350313
COX7B	COX7B_HUMAN	0.7797817802854988
CPSF1	CPSF1_HUMAN	0.9527782523382912
CPSF2	CPSF2_HUMAN	0.9993175100518636
CPSF3	CPSF3_HUMAN	0.999240489688858
CPSF4	CPSF4_HUMAN	0.9859872068906812
CPSF6	CPSF6_HUMAN	0.9256909780301712
CRCP	RPC9_HUMAN	0.9977738518015078
CRCT1	CRCT1_HUMAN	0.5342462781095326
CRLS1	CRLS1_HUMAN	0.97949608997111
CRNKL1	CRNL1_HUMAN	0.9995727585237346
CSE1L	XPO2_HUMAN	1.0
CSNK1A1	KC1A_HUMAN	0.8565806055697306
CSNK2B	CSK2B_HUMAN	0.8302483822588054
CSTF1	CSTF1_HUMAN	0.9620165228522372
CSTF3	CSTF3_HUMAN	0.97144726303204
CTCF	CTCF_HUMAN	1.0
CTDP1	CTDP1_HUMAN	0.9862704049600584
CTNNBL1	CTBL1_HUMAN	0.9834488967239764
CTR9	CTR9_HUMAN	0.9301304001034776
CTRB2	CTRB2_HUMAN	0.9118262419585716
CUL1	CUL1_HUMAN	0.9427872326889768
CUL2	CUL2_HUMAN	0.6207911892204724
CUL3	CUL3_HUMAN	0.6049832888729056
CWC22	CWC22_HUMAN	0.9755431901682295
CYB5R4	NB5R4_HUMAN	0.7802260296305659
CYCS	CYC_HUMAN	0.9562959923179598
DAD1	DAD1_HUMAN	1.0
DAP3	RT29_HUMAN	0.9792705955588852
DARS1	SYDC_HUMAN	1.0
DARS2	SYDM_HUMAN	0.6442570935257205
DBF4	DBF4A_HUMAN	0.9570176121993176
DBR1	DBR1_HUMAN	1.0
DCLRE1B	DCR1B_HUMAN	0.6567125575298113
DCTN1	DCTN1_HUMAN	0.6569138627453367
DCTN2	DCTN2_HUMAN	0.947578898533878
DCTN4	DCTN4_HUMAN	0.9144740799893796
DCTN6	DCTN6_HUMAN	0.9785070305407264
DCXR	DCXR_HUMAN	0.5832027899565738
DDB1	DDB1_HUMAN	1.0
DDOST	OST48_HUMAN	0.9290942621774144
DDX10	DDX10_HUMAN	0.9993320116264482
DDX18	DDX18_HUMAN	0.999958999647388
DDX20	DDX20_HUMAN	0.9806530562286224
DDX21	DDX56_HUMAN	0.9172396634167106
DDX23	DDX23_HUMAN	0.9997109673033436
DDX24	DDX24_HUMAN	0.5783471200403488
DDX27	DDX27_HUMAN	0.960255038724414
DDX39B	DX39B_HUMAN	0.970333796487115
DDX3X	DDX3X_HUMAN	0.8617550474299875
DDX41	DDX41_HUMAN	0.9889937125198944
DDX46	DDX46_HUMAN	0.8332005292903943
DDX47	DDX47_HUMAN	1.0
DDX49	DDX49_HUMAN	0.9927091010631444
DDX51	DDX51_HUMAN	0.9600560008297492
DDX52	DDX52_HUMAN	0.8936136361696936
DDX54	DDX54_HUMAN	0.9973997846639094
DDX55	DDX55_HUMAN	0.9643177223353548
DDX56	DDX56_HUMAN	1.0
DDX59	DDX59_HUMAN	0.9068095048554394
DENR	DENR_HUMAN	0.9556845821766315
DGCR8	DGCR8_HUMAN	0.8612981413351926
DHDDS	DHDDS_HUMAN	1.0
DHFR	DYR_HUMAN	0.9088282134028296
DHFR2	DYR2_HUMAN	0.6648079925052842
DHPS	DHYS_HUMAN	0.9881483376206855
DHX15	DHX15_HUMAN	0.987857492257266
DHX16	DHX16_HUMAN	0.972518116171291
DHX33	DHX33_HUMAN	0.9976950765879206
DHX36	DHX36_HUMAN	0.7478631953771651
DHX37	DHX37_HUMAN	0.9718271123995382
DHX38	PRP16_HUMAN	0.6492586534018295
DHX8	DHX8_HUMAN	0.9827774717212288
DHX9	DHX9_HUMAN	0.9855388108519604
DIMT1	DIM1_HUMAN	0.9973179917742532
DIS3	RRP44_HUMAN	0.9666912590646604
DKC1	DKC1_HUMAN	0.9926893538968606
DMAP1	DMAP1_HUMAN	0.9811402173561424
DNAAF10	DAA10_HUMAN	0.9990879316555188
DNAJA1	DNJA1_HUMAN	0.8539111893247883
DNAJA3	DNJA3_HUMAN	0.9242788315299816
DNAJC17	DJC17_HUMAN	0.9103210760077864
DNAJC8	DNJC8_HUMAN	0.880522433268523
DNAJC9	DNJC9_HUMAN	0.9406554886764332
DNM1L	DNM1L_HUMAN	0.7478516688153913
DNM2	DYN2_HUMAN	1.0
DNMT1	DNMT1_HUMAN	0.7921594963198177
DNTTIP2	TDIF2_HUMAN	0.9555066920896444
DONSON	DONS_HUMAN	1.0
DPAGT1	GPT_HUMAN	0.9998809268281396
DPY30	DPY30_HUMAN	0.5677547136256815
DR1	NC2B_HUMAN	0.9554840518046684
DROSHA	RNC_HUMAN	0.6858867695700588
DSN1	DSN1_HUMAN	0.977046937040435
DSTN	DEST_HUMAN	0.7698234992239883
DTL	DTL_HUMAN	1.0
DTYMK	KTHY_HUMAN	0.9787102557795518
DUS1L	DUS1L_HUMAN	0.5559178604956819
DUT	DUT_HUMAN	0.999863283741144
DUXA	DUXA_HUMAN	0.8283785944628862
DYNC1H1	DYHC1_HUMAN	0.9935133896558778
DYNC1I2	DC1I2_HUMAN	0.9973613191294648
DYNLRB1	DLRB1_HUMAN	1.0
EAPP	EAPP_HUMAN	0.9708757436492208
EBNA1BP2	EBP2_HUMAN	0.8391321547451501
ECD	ECD_HUMAN	0.999641068452135
ECT2	ECT2_HUMAN	0.9082436219454064
EEF1A1	EF1A1_HUMAN	1.0
EEF1B2	EF1B_HUMAN	0.9621458351894442
EEF1G	EF1G_HUMAN	0.9733851041279884
EEF2	EF2_HUMAN	1.0
EEF2KMT	EF2KT_HUMAN	0.6748359715620131
EFL1	EFL1_HUMAN	0.7782382696509298
EFTUD2	U5S1_HUMAN	1.0
EIF1	EIF1_HUMAN	0.9831892361219254
EIF1AD	EIF1A_HUMAN	0.9999927344602288
EIF1AX	IF1AX_HUMAN	0.994389736699948
EIF2B1	EI2BA_HUMAN	0.9591447801686525
EIF2B2	EI2BB_HUMAN	0.9346927524971532
EIF2B3	EI2BG_HUMAN	0.9988988445709504
EIF2B4	EI2BD_HUMAN	0.987265754808902
EIF2B5	EI2BE_HUMAN	0.9648225937043652
EIF2S1	IF2A_HUMAN	0.9996378912556833
EIF2S2	IF2B_HUMAN	0.9992910445992176
EIF2S3	IF2G_HUMAN	0.9891358868134202
EIF3A	EIF3A_HUMAN	0.9852131346713512
EIF3B	EIF3B_HUMAN	0.9967868723678652
EIF3D	EIF3D_HUMAN	0.9932280925699551
EIF3E	EIF3E_HUMAN	0.9740498301518882
EIF3G	EIF3G_HUMAN	0.9755592038528982
EIF3H	EIF3H_HUMAN	0.9871495359350247
EIF3I	EIF3I_HUMAN	0.9998813521870336
EIF3J	EIF3J_HUMAN	0.9155366239918692
EIF3M	EIF3M_HUMAN	0.96351758245995
EIF4A1	IF4A1_HUMAN	0.9780950731845292
EIF4A3	IF4A3_HUMAN	1.0
EIF4B	IF4B_HUMAN	0.6009923762975967
EIF4E	IF4E_HUMAN	0.9995301425313642
EIF4G1	IF4G1_HUMAN	0.7173453949919429
EIF4G2	IF4G2_HUMAN	0.9608522084384872
EIF5	IF5_HUMAN	0.9728608753046052
EIF5A	IF5A1_HUMAN	0.9681282402663746
EIF6	IF6_HUMAN	0.999602419119608
ELAC2	RNZ2_HUMAN	0.9982689692408347
ELL	ELL_HUMAN	0.9788354764023236
ELOB	ELOB_HUMAN	0.9999732906241116
ELOC	ELOC_HUMAN	0.942949934948516
ELP1	ELP1_HUMAN	0.6644070027296515
ELP2	ELP2_HUMAN	0.760046943163958
ELP3	ELP3_HUMAN	0.878880338404033
ELP5	ELP5_HUMAN	0.9428082809158552
ELP6	ELP6_HUMAN	0.6545055484440588
EMC3	EMC3_HUMAN	0.9340313398175942
EMC4	EMC4_HUMAN	0.529821891984429
EMC7	EMC7_HUMAN	0.798413973353474
ENO1	ENOA_HUMAN	0.542368724426082
ENY2	ENY2_HUMAN	0.8534038599122403
EP300	EP300_HUMAN	0.8954501735975664
EP400	EP400_HUMAN	0.8192422353888749
EPOP	EPOP_HUMAN	0.7566052291126392
EPRS1	SYEP_HUMAN	0.9995745844258656
ERAL1	ERAL1_HUMAN	0.5971012456838543
ERCC2	ERCC2_HUMAN	0.9441881807717014
ERCC3	ERCC3_HUMAN	0.980562164200961
ERH	ERH_HUMAN	1.0
ERVW-1	SYCY1_HUMAN	0.6410660938469847
ESF1	ESF1_HUMAN	0.9445060823679208
ESPL1	ESPL1_HUMAN	0.9999999928420988
ESS2	ESS2_HUMAN	0.749184541411311
ETF1	ERF1_HUMAN	0.990815559231074
EXOSC1	EXOS1_HUMAN	0.9848921354239892
EXOSC10	EXOSX_HUMAN	0.8049619261996181
EXOSC2	EXOS2_HUMAN	0.977460977833058
EXOSC3	EXOS3_HUMAN	0.9543344350167776
EXOSC4	EXOS4_HUMAN	0.9871220299640612
EXOSC6	EXOS6_HUMAN	0.9929287262226104
EXOSC7	EXOS7_HUMAN	0.95721724768952
EXOSC8	EXOS8_HUMAN	0.9635378011099606
EXOSC9	EXOS9_HUMAN	0.930175346649773
EXT1	EXT1_HUMAN	0.5455740119291234
FAAP100	FP100_HUMAN	0.8794537435588524
FADD	FADD_HUMAN	0.5414068101342785
FAM133B	F133B_HUMAN	0.9674324450717596
FAM136A	F136A_HUMAN	0.8931481624370134
FAM32A	FA32A_HUMAN	0.7214162505786849
FANCM	FANCM_HUMAN	0.5825259000174657
FARS2	SYFM_HUMAN	0.5277018489680305
FARSA	SYFA_HUMAN	0.7266501302487797
FARSB	SYFB_HUMAN	1.0
FAU	RS30_HUMAN	1.0
FBL	FBRL_HUMAN	0.9848053385839838
FBXO5	FBX5_HUMAN	0.9999859172336424
FDPS	FPPS_HUMAN	0.5404304286247987
FDX2	FDX2_HUMAN	0.91982039794938
FECH	HEMH_HUMAN	0.6406098533964989
FEN1	FEN1_HUMAN	0.9678871837434846
FGF4	FGF4_HUMAN	0.9312980724955854
FIP1L1	FIP1_HUMAN	0.9684062279376432
FLII	FLII_HUMAN	0.6237632280077702
FNBP4	FNBP4_HUMAN	0.6159746277846329
FNTA	FNTA_HUMAN	0.9801516987058904
FNTB	FNTB_HUMAN	0.9624089040366433
FRG2C	FRG2C_HUMAN	0.6754502272735331
FSCN2	FSCN2_HUMAN	0.7204109820131827
FTH1	FRIH_HUMAN	0.7511582659560327
FTSJ3	SPB1_HUMAN	0.9643811765368256
GABPA	GABPA_HUMAN	0.7262298191028093
GAPDH	G3P_HUMAN	0.9582555843218284
GAR1	GAR1_HUMAN	0.7256120374763968
GARS1	GARS_HUMAN	0.9950004177269702
GBF1	GBF1_HUMAN	0.8248533149315039
GCGR	GLR_HUMAN	0.8680646736548622
GCSH	GCSH_HUMAN	0.7126848818043835
GEMIN2	GEMI2_HUMAN	0.872332741478812
GEMIN4	GEMI4_HUMAN	0.9276921071775828
GEMIN5	GEMI5_HUMAN	0.9988221623302478
GEMIN6	GEMI6_HUMAN	0.9847322574033296
GEMIN7	GEMI7_HUMAN	0.872113147193998
GEMIN8	GEMI8_HUMAN	0.7257733404101712
GFER	ALR_HUMAN	0.932460103375406
GFM1	EFGM_HUMAN	0.9548756915535924
GGPS1	GGPPS_HUMAN	1.0
GGTLC1	GGTL1_HUMAN	0.6639823840275453
GGTLC2	GGTL2_HUMAN	0.9728914044496434
GINS1	PSF1_HUMAN	0.9999403090030108
GINS2	PSF2_HUMAN	1.0
GINS3	PSF3_HUMAN	0.8962226057743006
GINS4	SLD5_HUMAN	0.999958933095698
GLRX5	GLRX5_HUMAN	0.6354076990240101
GMNN	GEMI_HUMAN	0.841082029745136
GMPPB	GMPPB_HUMAN	0.9436794744170336
GMPS	GUAA_HUMAN	0.880519694055215
GNB1L	GNB1L_HUMAN	0.7046976112713433
GNL2	NOG2_HUMAN	0.9721722233328892
GNL3	GNL3_HUMAN	0.9587424262613988
GNL3L	GNL3L_HUMAN	0.8497754458772229
GOSR2	GOSR2_HUMAN	0.5423748010694192
GOT2	AATM_HUMAN	0.814718159215024
GPKOW	GPKOW_HUMAN	0.8691281096779359
GPN1	GPN1_HUMAN	1.0
GPN2	GPN2_HUMAN	1.0
GPN3	GPN3_HUMAN	0.9944092613833708
GPS1	CSN1_HUMAN	0.9833751643070824
GRB2	GRB2_HUMAN	0.8148801682221893
GRPEL1	GRPE1_HUMAN	0.9822494687778732
GRWD1	GRWD1_HUMAN	0.9549467673041216
GSPT1	ERF3A_HUMAN	0.9999153541040195
GTF2A1	TF2AA_HUMAN	0.6032901979201828
GTF2A2	T2AG_HUMAN	0.9979254445879124
GTF2B	TF2B_HUMAN	1.0
GTF2E2	T2EB_HUMAN	0.9972452260686048
GTF2F1	T2FA_HUMAN	0.7207814676717523
GTF2F2	T2FB_HUMAN	0.7446326077226701
GTF2H1	TF2H1_HUMAN	0.9232589436052911
GTF2H3	TF2H3_HUMAN	0.9640654109925167
GTF3A	TF3A_HUMAN	0.9937830814394912
GTF3C1	TF3C1_HUMAN	0.9375859033776066
GTF3C2	TF3C2_HUMAN	0.8495120730555994
GTF3C3	TF3C3_HUMAN	0.6104827481075674
GTPBP1	GTPB1_HUMAN	0.7064696470319011
GTPBP2	GTPB2_HUMAN	0.9676679536238963
GTPBP4	GTPB4_HUMAN	1.0
GTSE1	GTSE1_HUMAN	0.8756207078263386
H2AC11	H2A1_HUMAN	0.6219430052064556
H2AC12	H2A1H_HUMAN	0.5135962515945429
H2AC16	H2A1_HUMAN	0.9316293645162372
H2AC17	H2A1_HUMAN	0.9688054439795027
H2AC21	H2A2B_HUMAN	0.5970673733635383
H2AC6	H2A1C_HUMAN	0.7953094197615789
H2AC7	H2A1D_HUMAN	0.502071961738755
H2AC8	H2A1B_HUMAN	0.5269015011940862
H2AX	H2AX_HUMAN	0.63158429404408
H2BC11	H2B1J_HUMAN	0.9999997437343044
H2BC13	H2B1L_HUMAN	0.9009270704605534
H2BC15	H2B1N_HUMAN	0.9848506651158092
H2BC21	H2B2E_HUMAN	0.8262298840996858
H2BC4	H2B1C_HUMAN	0.9999999593318386
H2BC6	H2B1C_HUMAN	0.9851507726989626
H3-3A	H33_HUMAN	0.9994072314087808
HAPLN2	HPLN2_HUMAN	0.7419540772093549
HARS1	HARS1_HUMAN	0.9909675818402396
HAUS1	HAUS1_HUMAN	0.9999360858616432
HAUS2	HAUS2_HUMAN	0.9166314254606728
HAUS3	HAUS3_HUMAN	0.9367281516469762
HAUS4	HAUS4_HUMAN	0.9815990962279124
HAUS5	HAUS5_HUMAN	0.9482292060413844
HAUS6	HAUS6_HUMAN	0.9824095113534522
HAUS7	HAUS7_HUMAN	0.974377437238438
HAUS8	HAUS8_HUMAN	0.9410398406939648
HCFC1	HCFC1_HUMAN	0.966656580215419
HDAC3	HDAC3_HUMAN	0.586487154150754
HEATR1	HEAT1_HUMAN	1.0
HGS	HGS_HUMAN	0.9787084843658116
HINFP	HINFP_HUMAN	0.9649248005873396
HJURP	HJURP_HUMAN	0.973089490208124
HJV	RGMC_HUMAN	0.5858312426969868
HMGA1	HMGA1_HUMAN	0.7787633337356834
HMGB1	HMGB1_HUMAN	0.7922711975712015
HMGCR	HMDH_HUMAN	0.913330583885608
HMGCS1	HMCS1_HUMAN	0.9998768119030664
HNRNPC	HNRPC_HUMAN	0.689326821518712
HNRNPH1	HNRH1_HUMAN	0.9878320617752424
HNRNPK	HNRPK_HUMAN	1.0
HNRNPL	HNRPL_HUMAN	0.968953852190942
HNRNPM	HNRPM_HUMAN	0.9779293368312744
HNRNPU	HNRPU_HUMAN	0.8971835425029708
HSCB	HSC20_HUMAN	0.9803824110611709
HSD17B12	DHB12_HUMAN	0.728477454311285
HSPA5	BIP_HUMAN	0.9989295979247398
HSPA8	HSP7C_HUMAN	0.5754722274442601
HSPA9	HSPA9_HUMAN	0.9999330687804088
HSPD1	CH60_HUMAN	1.0
HSPE1	CH10_HUMAN	1.0
HTATSF1	HTSF1_HUMAN	0.6815493697117135
HYOU1	HYOU1_HUMAN	0.9556710652786928
HYPK	HYPK_HUMAN	0.9314117254024404
IARS1	SYIC_HUMAN	0.999995400068682
