From	Entry	Entry Name
ENSG00000148143	Q96JM2	ZN462_HUMAN
ENSG00000166888	P42226	STAT6_HUMAN
ENSG00000113722	P47902	CDX1_HUMAN
ENSG00000124097	B2RPK0	HGB1A_HUMAN
ENSG00000282757	A0A1W2PPF3	DUXB_HUMAN
ENSG00000165588	P32243	OTX2_HUMAN
ENSG00000255192	Q6NSW7	NANP8_HUMAN
ENSG00000198795	Q96K83	ZN521_HUMAN
ENSG00000167232	Q05481	ZNF91_HUMAN
ENSG00000177873	Q8N2I2	ZN619_HUMAN
ENSG00000186496	Q96N95	ZN396_HUMAN
ENSG00000130522	P17535	JUND_HUMAN
ENSG00000177426	Q15583	TGIF1_HUMAN
ENSG00000197162	A8K8V0	ZN785_HUMAN
ENSG00000278570	Q9Y5X4	NR2E3_HUMAN
ENSG00000184481	P98177	FOXO4_HUMAN
ENSG00000105967	O14948	TFEC_HUMAN
ENSG00000204947	Q6IV72	ZN425_HUMAN
ENSG00000172789	Q00444	HXC5_HUMAN
ENSG00000117318	Q02535	ID3_HUMAN
ENSG00000189067	Q99732	LITAF_HUMAN
ENSG00000198963	Q92753	RORB_HUMAN
ENSG00000175691	Q15935	ZNF77_HUMAN
ENSG00000167637	Q8N7M2	ZN283_HUMAN
ENSG00000163939	Q86U86	PB1_HUMAN
ENSG00000049618	Q8NFD5	ARI1B_HUMAN
ENSG00000180053	A6NCS4	NKX26_HUMAN
ENSG00000160973	O75593	FOXH1_HUMAN
ENSG00000179772	O43638	FOXS1_HUMAN
ENSG00000053254	O00409	FOXN3_HUMAN
ENSG00000105136	Q96HQ0	ZN419_HUMAN
ENSG00000197935	Q5JNZ3	ZN311_HUMAN
ENSG00000116809	Q13105	ZBT17_HUMAN
ENSG00000108312	P17480	UBF1_HUMAN
ENSG00000275111	Q9BSG1	ZNF2_HUMAN
ENSG00000188283	Q8NA42	ZN383_HUMAN
ENSG00000173275	Q6P9G9	ZN449_HUMAN
ENSG00000175197	P35638	DDIT3_HUMAN
ENSG00000136630	Q14774	HLX_HUMAN
ENSG00000101493	Q92618	ZN516_HUMAN
ENSG00000102935	Q2M1K9	ZN423_HUMAN
ENSG00000147789	P17097	ZNF7_HUMAN
ENSG00000205143	A6NKF2	ARI3C_HUMAN
ENSG00000141905	P08651	NFIC_HUMAN
ENSG00000153048	Q9Y2V2	CHSP1_HUMAN
ENSG00000119950	P50539	MXI1_HUMAN
ENSG00000198176	Q14186	TFDP1_HUMAN
ENSG00000196172	Q96N22	ZN681_HUMAN
ENSG00000143437	P27540	ARNT_HUMAN
ENSG00000269699	Q9NZV7	ZIM2_HUMAN
ENSG00000171827	Q96NI8	ZN570_HUMAN
ENSG00000266265	Q8TD94	KLF14_HUMAN
ENSG00000153879	P53567	CEBPG_HUMAN
ENSG00000198914	P20264	PO3F3_HUMAN
ENSG00000075407	P17032	ZN37A_HUMAN
ENSG00000072364	Q9UHB7	AFF4_HUMAN
ENSG00000258873	A6NLW8	DUXA_HUMAN
ENSG00000204946	Q6ZMS7	ZN783_HUMAN
ENSG00000125846	P52736	ZN133_HUMAN
ENSG00000169083	P10275	ANDR_HUMAN
ENSG00000105261	O00110	OVOL3_HUMAN
ENSG00000167395	O15015	ZN646_HUMAN
ENSG00000169057	P51608	MECP2_HUMAN
ENSG00000029993	O15347	HMGB3_HUMAN
ENSG00000165462	O14813	PHX2A_HUMAN
ENSG00000174332	Q8NBF1	GLIS1_HUMAN
ENSG00000273514	Q3SYB3	FX4L6_HUMAN
ENSG00000153266	Q8TBJ5	FEZF2_HUMAN
ENSG00000125482	Q15361	TTF1_HUMAN
ENSG00000134046	Q9UBB5	MBD2_HUMAN
ENSG00000171443	Q96C55	ZN524_HUMAN
ENSG00000172379	Q9HBZ2	ARNT2_HUMAN
ENSG00000091656	Q86UP3	ZFHX4_HUMAN
ENSG00000069011	P78337	PITX1_HUMAN
ENSG00000154727	Q06546	GABPA_HUMAN
ENSG00000118513	P10242	MYB_HUMAN
ENSG00000198464	Q8WV37	ZN480_HUMAN
ENSG00000141946	Q96PE6	ZIM3_HUMAN
ENSG00000143067	Q5TEC3	ZN697_HUMAN
ENSG00000196867	Q8NHY6	ZFP28_HUMAN
ENSG00000129028	Q9P2Z0	THA10_HUMAN
ENSG00000274529	Q9HB31	SEBOX_HUMAN
ENSG00000164853	A6NJT0	UNC4_HUMAN
ENSG00000196700	Q96KM6	Z512B_HUMAN
ENSG00000147488	O60284	ST18_HUMAN
ENSG00000144026	Q96K75	ZN514_HUMAN
ENSG00000078043	O75928	PIAS2_HUMAN
ENSG00000061455	Q9NQX0	PRDM6_HUMAN
ENSG00000186020	Q6P280	ZN529_HUMAN
ENSG00000116833	O00482	NR5A2_HUMAN
ENSG00000123407	P31275	HXC12_HUMAN
ENSG00000159905	Q9UK13	ZN221_HUMAN
ENSG00000165891	Q96AV8	E2F7_HUMAN
ENSG00000196109	Q8N7Q3	ZN676_HUMAN
ENSG00000005889	P17010	ZFX_HUMAN
ENSG00000175787	Q14929	ZN169_HUMAN
ENSG00000203989	P0C7M4	RHF2B_HUMAN
ENSG00000223547	Q08AG5	ZN844_HUMAN
ENSG00000197024	Q8TD17	ZN398_HUMAN
ENSG00000170345	P01100	FOS_HUMAN
ENSG00000121068	Q13207	TBX2_HUMAN
ENSG00000011451	O95785	WIZ_HUMAN
ENSG00000115507	P32242	OTX1_HUMAN
ENSG00000244405	P41161	ETV5_HUMAN
ENSG00000117036	P41162	ETV3_HUMAN
ENSG00000161405	Q9UKT9	IKZF3_HUMAN
ENSG00000155592	Q63HK3	ZKSC2_HUMAN
ENSG00000213921	A8MZ59	LEUTX_HUMAN
ENSG00000146757	Q03936	ZNF92_HUMAN
ENSG00000129152	P15172	MYOD1_HUMAN
ENSG00000119608	Q3B8N5	PROX2_HUMAN
ENSG00000007968	Q14209	E2F2_HUMAN
ENSG00000025156	Q03933	HSF2_HUMAN
ENSG00000152192	Q01851	PO4F1_HUMAN
ENSG00000105717	Q9BYU1	PBX4_HUMAN
ENSG00000173011	Q86TJ2	TAD2B_HUMAN
ENSG00000114315	Q14469	HES1_HUMAN
ENSG00000131721	Q9BQY4	RHXF2_HUMAN
ENSG00000135164	Q9Y222	DMTF1_HUMAN
ENSG00000142065	Q9HCL3	ZFP14_HUMAN
ENSG00000020633	Q13761	RUNX3_HUMAN
ENSG00000113196	O96004	HAND1_HUMAN
ENSG00000196345	Q9P0L1	ZKSC7_HUMAN
ENSG00000175213	Q9H9D4	ZN408_HUMAN
ENSG00000164651	Q8IXZ3	SP8_HUMAN
ENSG00000174796	Q8TBB0	THAP6_HUMAN
ENSG00000164532	Q9UMR3	TBX20_HUMAN
ENSG00000078900	O15350	P73_HUMAN
ENSG00000120075	P09067	HXB5_HUMAN
ENSG00000085276	Q03112	MECOM_HUMAN
ENSG00000142409	Q6DD87	ZN787_HUMAN
ENSG00000127528	Q9Y5W3	KLF2_HUMAN
ENSG00000185513	Q9Y468	LMBL1_HUMAN
ENSG00000105997	O43365	HXA3_HUMAN
ENSG00000187559	Q6VB84	FX4L3_HUMAN
ENSG00000143867	Q8TAX0	OSR1_HUMAN
ENSG00000123576	Q8N693	ESX1_HUMAN
ENSG00000115568	P52746	ZN142_HUMAN
ENSG00000124459	Q02386	ZNF45_HUMAN
ENSG00000131127	Q15928	ZN141_HUMAN
ENSG00000248767	A0A1W2PRP0	FOXL3_HUMAN
ENSG00000162624	Q68G74	LHX8_HUMAN
ENSG00000263002	Q14588	ZN234_HUMAN
ENSG00000179588	Q8IX07	FOG1_HUMAN
ENSG00000135374	Q9UKW6	ELF5_HUMAN
ENSG00000140382	Q9NP66	HM20A_HUMAN
ENSG00000196482	P62508	ERR3_HUMAN
ENSG00000198633	Q76KX8	ZN534_HUMAN
ENSG00000164916	P85037	FOXK1_HUMAN
ENSG00000187987	Q3MJ62	ZSC23_HUMAN
ENSG00000197134	Q9Y2Q1	ZN257_HUMAN
ENSG00000186130	Q15916	ZBTB6_HUMAN
ENSG00000166925	Q9Y3Q8	T22D4_HUMAN
ENSG00000065970	Q9P0K8	FOXJ2_HUMAN
ENSG00000196843	Q03989	ARI5A_HUMAN
ENSG00000256683	Q9GZX5	ZN350_HUMAN
ENSG00000083307	Q6ISB3	GRHL2_HUMAN
ENSG00000159184	Q92826	HXB13_HUMAN
ENSG00000140987	Q9NX65	ZSC32_HUMAN
ENSG00000196605	Q147U1	ZN846_HUMAN
ENSG00000182759	Q8NHW3	MAFA_HUMAN
ENSG00000197928	Q86XU0	ZN677_HUMAN
ENSG00000089335	Q9NR11	ZN302_HUMAN
ENSG00000167554	Q8N9Z0	ZN610_HUMAN
ENSG00000217236	P0CG40	SP9_HUMAN
ENSG00000198393	P17031	ZNF26_HUMAN
ENSG00000131788	Q9Y6X2	PIAS3_HUMAN
ENSG00000160321	O43345	ZN208_HUMAN
ENSG00000140044	Q8WYK2	JDP2_HUMAN
ENSG00000156127	Q16520	BATF_HUMAN
ENSG00000125347	P10914	IRF1_HUMAN
ENSG00000186487	Q9UL68	MYT1L_HUMAN
ENSG00000128573	O15409	FOXP2_HUMAN
ENSG00000121075	P57082	TBX4_HUMAN
ENSG00000089775	P24278	ZBT25_HUMAN
ENSG00000177932	Q86Y25	Z354C_HUMAN
ENSG00000131914	Q9H9Z2	LN28A_HUMAN
ENSG00000221818	Q9HAK2	COE2_HUMAN
ENSG00000196418	Q15973	ZN124_HUMAN
ENSG00000036549	Q8IYH5	ZZZ3_HUMAN
ENSG00000148704	Q5SQQ9	VAX1_HUMAN
ENSG00000197857	P15621	ZNF44_HUMAN
ENSG00000188786	Q14872	MTF1_HUMAN
ENSG00000100146	P56693	SOX10_HUMAN
ENSG00000152454	Q9Y2P7	ZN256_HUMAN
ENSG00000129173	A0AVK6	E2F8_HUMAN
ENSG00000115738	Q02363	ID2_HUMAN
ENSG00000164093	Q99697	PITX2_HUMAN
ENSG00000174652	Q14584	ZN266_HUMAN
ENSG00000081189	Q06413	MEF2C_HUMAN
ENSG00000129534	Q6P0N0	M18BP_HUMAN
ENSG00000183733	Q6QHK4	FIGLA_HUMAN
ENSG00000106689	P50458	LHX2_HUMAN
ENSG00000112837	O95935	TBX18_HUMAN
ENSG00000101096	Q13469	NFAC2_HUMAN
ENSG00000120798	P13056	NR2C1_HUMAN
ENSG00000144792	Q6AZW8	ZN660_HUMAN
ENSG00000170689	P17482	HXB9_HUMAN
ENSG00000028277	P09086	PO2F2_HUMAN
ENSG00000043355	O95409	ZIC2_HUMAN
ENSG00000197863	Q6PG37	ZN790_HUMAN
ENSG00000167625	Q8TF50	ZN526_HUMAN
ENSG00000116731	Q13029	PRDM2_HUMAN
ENSG00000089116	Q9H2C1	LHX5_HUMAN
ENSG00000140265	Q8IWY8	ZSC29_HUMAN
ENSG00000198816	Q9NW07	ZN358_HUMAN
ENSG00000140009	Q92731	ESR2_HUMAN
ENSG00000100281	Q9UGU5	HMGX4_HUMAN
ENSG00000196597	Q6ZMW2	ZN782_HUMAN
ENSG00000171735	Q9Y6Y1	CMTA1_HUMAN
ENSG00000005102	P50221	MEOX1_HUMAN
ENSG00000179348	P23769	GATA2_HUMAN
ENSG00000215612	Q9NP08	HMX1_HUMAN
ENSG00000251369	Q7Z398	ZN550_HUMAN
ENSG00000170581	P52630	STAT2_HUMAN
ENSG00000138378	Q14765	STAT4_HUMAN
ENSG00000197757	P09630	HXC6_HUMAN
ENSG00000198205	P98168	ZXDA_HUMAN
ENSG00000198300	Q9GZU2	PEG3_HUMAN
ENSG00000196357	Q8N9K5	ZN565_HUMAN
ENSG00000136826	O43474	KLF4_HUMAN
ENSG00000160199	P55347	PKNX1_HUMAN
ENSG00000168875	O95416	SOX14_HUMAN
ENSG00000170178	P35452	HXD12_HUMAN
ENSG00000066336	P17947	SPI1_HUMAN
ENSG00000134323	P04198	MYCN_HUMAN
ENSG00000115966	P15336	ATF2_HUMAN
ENSG00000134954	P14921	ETS1_HUMAN
ENSG00000137273	Q12947	FOXF2_HUMAN
ENSG00000215421	Q9C0G0	ZN407_HUMAN
ENSG00000117010	Q5T5D7	ZN684_HUMAN
ENSG00000122034	Q92664	TF3A_HUMAN
ENSG00000173473	Q92922	SMRC1_HUMAN
ENSG00000120690	P32519	ELF1_HUMAN
ENSG00000162702	Q9Y2X9	ZN281_HUMAN
ENSG00000148516	P37275	ZEB1_HUMAN
ENSG00000283516	A0A1B0GVX0	LITAD_HUMAN
ENSG00000143171	P48443	RXRG_HUMAN
ENSG00000196263	Q9BX82	ZN471_HUMAN
ENSG00000260428	Q7RTU7	SCX_HUMAN
ENSG00000204595	A6NFQ7	DPRX_HUMAN
ENSG00000179943	Q96SL8	FIZ1_HUMAN
ENSG00000073282	Q9H3D4	P63_HUMAN
ENSG00000198597	O15090	ZN536_HUMAN
ENSG00000183309	O75123	ZN623_HUMAN
ENSG00000123388	O43248	HXC11_HUMAN
ENSG00000197933	P16415	ZN823_HUMAN
ENSG00000136931	Q13285	STF1_HUMAN
ENSG00000142611	Q9HAZ2	PRD16_HUMAN
ENSG00000197608	Q6ZN19	ZN841_HUMAN
ENSG00000185610	Q6ZNG2	DBX2_HUMAN
ENSG00000105821	Q99543	DNJC2_HUMAN
ENSG00000153234	P43354	NR4A2_HUMAN
ENSG00000198346	Q6ZN06	ZN813_HUMAN
ENSG00000197937	Q96SE7	ZN347_HUMAN
ENSG00000198028	Q96MR9	ZN560_HUMAN
ENSG00000167380	Q9NYT6	ZN226_HUMAN
ENSG00000188070	C9JLR9	ZFTA_HUMAN
ENSG00000089902	Q9UKL0	RCOR1_HUMAN
ENSG00000189120	Q3SY56	SP6_HUMAN
ENSG00000180318	Q15699	ALX1_HUMAN
ENSG00000198807	P55771	PAX9_HUMAN
ENSG00000030419	Q9UKS7	IKZF2_HUMAN
ENSG00000186812	Q8NF99	ZN397_HUMAN
ENSG00000114439	Q8WY36	BBX_HUMAN
ENSG00000165066	A6NJ46	NKX63_HUMAN
ENSG00000125820	O95096	NKX22_HUMAN
ENSG00000182742	P17483	HXB4_HUMAN
ENSG00000171574	Q8IVC4	ZN584_HUMAN
ENSG00000107859	O75364	PITX3_HUMAN
ENSG00000143373	Q8N1G0	ZN687_HUMAN
ENSG00000166261	O95125	ZN202_HUMAN
ENSG00000143379	Q15047	SETB1_HUMAN
ENSG00000162601	Q5VVJ2	MYSM1_HUMAN
ENSG00000179930	Q5T619	ZN648_HUMAN
ENSG00000118707	Q9GZN2	TGIF2_HUMAN
ENSG00000162924	Q04864	REL_HUMAN
ENSG00000213799	Q96IR2	ZN845_HUMAN
ENSG00000120149	P35548	MSX2_HUMAN
ENSG00000196323	Q8NCP5	ZBT44_HUMAN
ENSG00000174279	Q03828	EVX2_HUMAN
ENSG00000101190	Q9UL49	TCFL5_HUMAN
ENSG00000171223	P17275	JUNB_HUMAN
ENSG00000189144	Q86YE8	ZN573_HUMAN
ENSG00000121864	Q9UID6	ZN639_HUMAN
ENSG00000256223	P21506	ZNF10_HUMAN
ENSG00000147601	P54274	TERF1_HUMAN
ENSG00000182979	Q13330	MTA1_HUMAN
ENSG00000257315	P86452	ZBED6_HUMAN
ENSG00000167528	Q96N77	ZN641_HUMAN
ENSG00000268738	Q9UBD0	HSFX1_HUMAN
ENSG00000163623	P78426	NKX61_HUMAN
ENSG00000186814	Q86W11	ZSC30_HUMAN
ENSG00000185002	Q8HWS3	RFX6_HUMAN
ENSG00000133740	Q15329	E2F5_HUMAN
ENSG00000181220	Q6NUN9	ZN746_HUMAN
ENSG00000155090	Q13118	KLF10_HUMAN
ENSG00000107485	P23771	GATA3_HUMAN
ENSG00000104856	Q01201	RELB_HUMAN
ENSG00000143614	Q8WXI9	P66B_HUMAN
ENSG00000176678	Q12952	FOXL1_HUMAN
ENSG00000204612	Q5VYV0	FOXB2_HUMAN
ENSG00000165495	Q96KN3	PKNX2_HUMAN
ENSG00000084676	Q15788	NCOA1_HUMAN
ENSG00000166211	Q8N5J4	SPIC_HUMAN
ENSG00000119866	Q9H165	BC11A_HUMAN
ENSG00000186777	B4DXR9	ZN732_HUMAN
ENSG00000198169	Q9BRH9	ZN251_HUMAN
ENSG00000125740	P53539	FOSB_HUMAN
ENSG00000115415	P42224	STAT1_HUMAN
ENSG00000130818	Q9BUY5	ZN426_HUMAN
ENSG00000167635	Q15072	OZF_HUMAN
ENSG00000165804	Q9P2Y4	ZN219_HUMAN
ENSG00000186051	Q16559	TAL2_HUMAN
ENSG00000167685	Q8N0Y2	ZN444_HUMAN
ENSG00000131668	Q9HBU1	BARX1_HUMAN
ENSG00000137185	O15535	ZSC9_HUMAN
ENSG00000117707	Q92786	PROX1_HUMAN
ENSG00000105866	Q02446	SP4_HUMAN
ENSG00000182983	Q6ZS27	ZN662_HUMAN
ENSG00000170631	P17020	ZNF16_HUMAN
ENSG00000196268	Q6ZR52	ZN493_HUMAN
ENSG00000117713	O14497	ARI1A_HUMAN
ENSG00000184937	P19544	WT1_HUMAN
ENSG00000142700	Q96SC8	DMTA2_HUMAN
ENSG00000187821	A6NFD8	HELT_HUMAN
ENSG00000131061	Q9BYN7	ZN341_HUMAN
ENSG00000081665	Q5JVG8	ZN506_HUMAN
ENSG00000170260	Q9UDV6	ZN212_HUMAN
ENSG00000170166	P09016	HXD4_HUMAN
ENSG00000159885	Q9UK12	ZN222_HUMAN
ENSG00000179195	Q8N3J9	ZN664_HUMAN
ENSG00000136352	P43699	NKX21_HUMAN
ENSG00000114126	Q14188	TFDP2_HUMAN
ENSG00000179388	Q06889	EGR3_HUMAN
ENSG00000181722	Q9HC78	ZBT20_HUMAN
ENSG00000082641	Q14494	NF2L1_HUMAN
ENSG00000163666	Q9UBX0	HESX1_HUMAN
ENSG00000170485	Q99743	NPAS2_HUMAN
ENSG00000137309	P17096	HMGA1_HUMAN
ENSG00000198551	Q7L945	ZN627_HUMAN
ENSG00000075426	P15408	FOSL2_HUMAN
ENSG00000123636	Q9UIF8	BAZ2B_HUMAN
ENSG00000171606	Q96GC6	ZN274_HUMAN
ENSG00000165684	Q5SXM2	SNPC4_HUMAN
ENSG00000235608	Q15270	NKX11_HUMAN
ENSG00000184302	O95475	SIX6_HUMAN
ENSG00000176024	Q6PF04	ZN613_HUMAN
ENSG00000175325	O75360	PROP1_HUMAN
ENSG00000198554	O75717	WDHD1_HUMAN
ENSG00000118689	O43524	FOXO3_HUMAN
ENSG00000116604	Q14814	MEF2D_HUMAN
ENSG00000125850	Q9BRP0	OVOL2_HUMAN
ENSG00000273706	P48742	LHX1_HUMAN
ENSG00000167967	Q66K89	E4F1_HUMAN
ENSG00000196214	Q5HY98	ZN766_HUMAN
ENSG00000124766	Q06945	SOX4_HUMAN
ENSG00000118217	P18850	ATF6A_HUMAN
ENSG00000198521	P17038	ZNF43_HUMAN
ENSG00000177508	P78415	IRX3_HUMAN
ENSG00000283039	A0A0U1RQI7	KLF18_HUMAN
ENSG00000170608	P55318	FOXA3_HUMAN
ENSG00000108924	Q16534	HLF_HUMAN
ENSG00000197363	Q6ZMY9	ZN517_HUMAN
ENSG00000214029	A8MT65	ZN891_HUMAN
ENSG00000187187	Q86UE3	ZN546_HUMAN
ENSG00000103241	Q12946	FOXF1_HUMAN
ENSG00000145908	Q96RE9	ZN300_HUMAN
ENSG00000112561	P19484	TFEB_HUMAN
ENSG00000159216	Q01196	RUNX1_HUMAN
ENSG00000142025	Q8IXT2	DMRTD_HUMAN
ENSG00000185278	Q5TC79	ZBT37_HUMAN
ENSG00000143390	P48382	RFX5_HUMAN
ENSG00000159387	P78412	IRX6_HUMAN
ENSG00000164900	Q14549	GBX1_HUMAN
ENSG00000283755	A0A1W2PPM1	CPHXL_HUMAN
ENSG00000160062	Q96BR9	ZBT8A_HUMAN
ENSG00000016082	P61371	ISL1_HUMAN
ENSG00000213762	P52741	ZN134_HUMAN
ENSG00000185811	Q13422	IKZF1_HUMAN
ENSG00000180828	Q8NFJ8	BHE22_HUMAN
ENSG00000174576	Q8IUM7	NPAS4_HUMAN
ENSG00000160961	Q96JL9	ZN333_HUMAN
ENSG00000124203	Q5JPB2	ZN831_HUMAN
ENSG00000163064	Q05925	HME1_HUMAN
ENSG00000237440	O75373	ZN737_HUMAN
ENSG00000170684	Q8WUU4	ZN296_HUMAN
ENSG00000037965	P31273	HXC8_HUMAN
ENSG00000126561	P42229	STA5A_HUMAN
ENSG00000155545	Q7Z3K6	MIER3_HUMAN
ENSG00000074219	Q15562	TEAD2_HUMAN
ENSG00000130844	Q9NQX6	ZN331_HUMAN
ENSG00000163792	Q7RTU1	TCF23_HUMAN
ENSG00000128713	P31277	HXD11_HUMAN
ENSG00000172845	Q02447	SP3_HUMAN
ENSG00000275410	P35680	HNF1B_HUMAN
ENSG00000126778	Q15475	SIX1_HUMAN
ENSG00000167562	Q9NV72	ZN701_HUMAN
ENSG00000010818	P31629	ZEP2_HUMAN
ENSG00000149050	Q9UL59	ZN214_HUMAN
ENSG00000135903	P23760	PAX3_HUMAN
ENSG00000151379	A6NI15	MSGN1_HUMAN
ENSG00000170577	Q9NPC8	SIX2_HUMAN
ENSG00000158773	P22415	USF1_HUMAN
ENSG00000127081	Q5JVG2	ZN484_HUMAN
ENSG00000106006	P31267	HXA6_HUMAN
ENSG00000124920	Q9Y2G1	MYRF_HUMAN
ENSG00000172059	O14901	KLF11_HUMAN
ENSG00000100987	Q9NZR4	VSX1_HUMAN
ENSG00000237452	C9JSJ3	MEIOS_HUMAN
ENSG00000197020	Q8IYN0	ZN100_HUMAN
ENSG00000168826	Q6ZSB9	ZBT49_HUMAN
ENSG00000137834	O43541	SMAD6_HUMAN
ENSG00000173976	Q96IS3	RAX2_HUMAN
ENSG00000169594	Q01954	BNC1_HUMAN
ENSG00000129071	O95243	MBD4_HUMAN
ENSG00000188290	Q9HCC6	HES4_HUMAN
ENSG00000167384	Q9UJW8	ZN180_HUMAN
ENSG00000009307	O75534	CSDE1_HUMAN
ENSG00000105880	P56178	DLX5_HUMAN
ENSG00000188629	Q13360	ZN177_HUMAN
ENSG00000147862	O00712	NFIB_HUMAN
ENSG00000008197	Q7Z6R9	AP2D_HUMAN
ENSG00000198185	Q9HCZ1	ZN334_HUMAN
ENSG00000175745	P10589	COT1_HUMAN
ENSG00000100219	P17861	XBP1_HUMAN
ENSG00000221923	Q6PDB4	ZN880_HUMAN
ENSG00000185155	Q9H2W2	MIXL1_HUMAN
ENSG00000143006	Q96MA1	DMRTB_HUMAN
ENSG00000106511	P50222	MEOX2_HUMAN
ENSG00000111145	P41970	ELK3_HUMAN
ENSG00000176842	P78411	IRX5_HUMAN
ENSG00000171466	Q6V9R5	ZN562_HUMAN
ENSG00000138083	O95343	SIX3_HUMAN
ENSG00000162772	P18847	ATF3_HUMAN
ENSG00000158691	O43309	ZSC12_HUMAN
ENSG00000181896	Q8IZC7	ZN101_HUMAN
ENSG00000269343	E7ETH6	Z587B_HUMAN
ENSG00000165259	Q7Z353	HDX_HUMAN
ENSG00000196437	Q5MCW4	ZN569_HUMAN
ENSG00000166949	P84022	SMAD3_HUMAN
ENSG00000175387	Q15796	SMAD2_HUMAN
ENSG00000185869	Q3KNS6	ZN829_HUMAN
ENSG00000171532	Q15784	NDF2_HUMAN
ENSG00000184939	Q8TF47	ZFP90_HUMAN
ENSG00000073861	Q9UL17	TBX21_HUMAN
ENSG00000180532	Q8NAM6	ZSCA4_HUMAN
ENSG00000214652	A8MUV8	ZN727_HUMAN
ENSG00000064961	Q9P0W2	HM20B_HUMAN
ENSG00000020256	Q9NTW7	ZF64B_HUMAN
ENSG00000154655	Q8NA19	LMBL4_HUMAN
ENSG00000095574	Q9H5V7	IKZF5_HUMAN
ENSG00000178403	Q9H2A3	NGN2_HUMAN
ENSG00000171295	Q8IYI8	ZN440_HUMAN
ENSG00000134138	O14770	MEIS2_HUMAN
ENSG00000196275	Q86UP8	GTD2A_HUMAN
ENSG00000150347	Q14865	ARI5B_HUMAN
ENSG00000124496	Q96PN7	TREF1_HUMAN
ENSG00000161277	Q8NA92	THAP8_HUMAN
ENSG00000176222	Q494X3	ZN404_HUMAN
ENSG00000085274	Q9NPC7	MYNN_HUMAN
ENSG00000249471	Q6AW86	Z324B_HUMAN
ENSG00000205922	O60422	ONEC3_HUMAN
ENSG00000124440	Q9Y2N7	HIF3A_HUMAN
ENSG00000091831	P03372	ESR1_HUMAN
ENSG00000196653	Q8TBZ5	ZN502_HUMAN
ENSG00000189042	Q8N184	ZN567_HUMAN
ENSG00000128710	P28358	HXD10_HUMAN
ENSG00000121903	P17040	ZSC20_HUMAN
ENSG00000151650	O95231	VENTX_HUMAN
ENSG00000128610	A0PJY2	FEZF1_HUMAN
ENSG00000167394	Q96K58	ZN668_HUMAN
ENSG00000160229	Q6ZN08	ZNF66_HUMAN
ENSG00000185650	Q07352	TISB_HUMAN
ENSG00000172466	P17028	ZNF24_HUMAN
ENSG00000170949	Q9HCG1	ZN160_HUMAN
ENSG00000221994	Q2M218	ZN630_HUMAN
ENSG00000105722	P50548	ERF_HUMAN
ENSG00000010244	O43670	ZN207_HUMAN
ENSG00000012223	P02788	TRFL_HUMAN
ENSG00000019485	Q9NQV5	PRD11_HUMAN
ENSG00000029363	Q9NYF8	BCLF1_HUMAN
ENSG00000029639	Q8WVM0	TFB1M_HUMAN
ENSG00000056277	Q8ND82	Z280C_HUMAN
ENSG00000059378	Q9H0J9	PAR12_HUMAN
ENSG00000062194	Q86WP2	GPBP1_HUMAN
ENSG00000064490	O14593	RFXK_HUMAN
ENSG00000078403	P55197	AF10_HUMAN
ENSG00000088247	Q92945	FUBP2_HUMAN
ENSG00000100644	Q16665	HIF1A_HUMAN
ENSG00000101544	Q6IQ32	ADNP2_HUMAN
ENSG00000103326	O75808	CAN15_HUMAN
ENSG00000104064	Q06547	GABP1_HUMAN
ENSG00000104177	Q9P2K5	MYEF2_HUMAN
ENSG00000106052	Q86VP1	TAXB1_HUMAN
ENSG00000106948	Q7Z591	AKNA_HUMAN
ENSG00000111269	O60519	CRBL2_HUMAN
ENSG00000115816	Q03701	CEBPZ_HUMAN
ENSG00000115956	P08567	PLEK_HUMAN
ENSG00000116016	Q99814	EPAS1_HUMAN
ENSG00000116560	P23246	SFPQ_HUMAN
ENSG00000116580	Q3T8J9	GON4L_HUMAN
ENSG00000116793	Q9UMS5	PHTF1_HUMAN
ENSG00000117475	Q9H2G9	GO45_HUMAN
ENSG00000120963	Q9Y5V0	ZN706_HUMAN
ENSG00000122778	Q9HCM3	K1549_HUMAN
ENSG00000124201	Q9P2E3	ZNFX1_HUMAN
ENSG00000125520	Q9NR83	S2A4R_HUMAN
ENSG00000125826	Q9BYM8	HOIL1_HUMAN
ENSG00000127337	O95619	YETS4_HUMAN
ENSG00000130940	Q86V15	CASZ1_HUMAN
ENSG00000132024	Q6P1N0	C2D1A_HUMAN
ENSG00000133250	Q96IQ9	ZN414_HUMAN
ENSG00000136936	P23025	XPA_HUMAN
ENSG00000137310	Q9Y242	TCF19_HUMAN
ENSG00000137871	Q6N043	Z280D_HUMAN
ENSG00000138073	Q9HCU5	SEC12_HUMAN
ENSG00000138375	Q9NZC9	SMAL1_HUMAN
ENSG00000138380	Q8N187	CARTF_HUMAN
ENSG00000141002	Q9BQ70	TCF25_HUMAN
ENSG00000141579	Q32MQ0	ZN750_HUMAN
ENSG00000143458	Q8TAK5	GABP2_HUMAN
ENSG00000144747	P82094	TMF1_HUMAN
ENSG00000145220	Q9NX58	LYAR_HUMAN
ENSG00000146676	Q96QR8	PURB_HUMAN
ENSG00000148337	Q9ULV3	CIZ1_HUMAN
ENSG00000148513	Q9BXX3	AN30A_HUMAN
ENSG00000151500	Q9P016	THYN1_HUMAN
ENSG00000152217	Q9Y6X0	SETBP_HUMAN
