From	Entry	Reviewed
ENSG00000172493	D6RAU0	unreviewed
ENSG00000172493	D6RIZ5	unreviewed
ENSG00000172493	E7EMC5	unreviewed
ENSG00000172493	E7ETI4	unreviewed
ENSG00000172493	F5GXF9	unreviewed
ENSG00000172493	H0Y9S4	unreviewed
ENSG00000166529	Q9Y5A6	reviewed
ENSG00000166529	C9JHD9	unreviewed
ENSG00000166529	G3V0F4	unreviewed
ENSG00000285708	A0A3B3IRU0	unreviewed
ENSG00000285708	A0A3B3ITM5	unreviewed
ENSG00000175879	P13378	reviewed
ENSG00000175879	A0A0A0MSX5	unreviewed
ENSG00000175879	A0A0A0MTF4	unreviewed
ENSG00000173253	Q9Y5R5	reviewed
ENSG00000173253	A0A0A0MR18	unreviewed
ENSG00000125813	P15863	reviewed
ENSG00000125813	A0A087WXV5	unreviewed
ENSG00000186660	Q96JP5	reviewed
ENSG00000168661	P17039	reviewed
ENSG00000168661	V9GYJ2	unreviewed
ENSG00000135625	Q05215	reviewed
ENSG00000135625	A0A0C4DG96	unreviewed
ENSG00000006468	P50549	reviewed
ENSG00000006468	B5MCT2	unreviewed
ENSG00000006468	C9J0B7	unreviewed
ENSG00000006468	C9J4P4	unreviewed
ENSG00000006468	C9J9L1	unreviewed
ENSG00000006468	C9JQH6	unreviewed
ENSG00000006468	C9JX69	unreviewed
ENSG00000006468	F8WEH6	unreviewed
ENSG00000197123	Q8IYX0	reviewed
ENSG00000196428	O75157	reviewed
ENSG00000196428	H0Y865	unreviewed
ENSG00000196428	H0Y8E9	unreviewed
ENSG00000196428	H7C4U3	unreviewed
ENSG00000130856	Q9UL36	reviewed
ENSG00000130856	A0A2R8YCW3	unreviewed
ENSG00000130856	A0A994J512	unreviewed
ENSG00000130856	J9JID5	unreviewed
ENSG00000181472	Q8N680	reviewed
ENSG00000109685	O96028	reviewed
ENSG00000109685	A0A7I2V2S2	unreviewed
ENSG00000109685	A0A7I2YQS5	unreviewed
ENSG00000109685	A0A7P0P278	unreviewed
ENSG00000109685	D6R9V2	unreviewed
ENSG00000109685	D6RFE7	unreviewed
ENSG00000109685	D6RIS1	unreviewed
ENSG00000109685	H0Y9L4	unreviewed
ENSG00000109685	H0Y9U6	unreviewed
ENSG00000122180	P15173	reviewed
ENSG00000143995	O00470	reviewed
ENSG00000143995	E9PDC4	unreviewed
ENSG00000143995	F5GYS8	unreviewed
ENSG00000143995	H0YNY8	unreviewed
ENSG00000143995	U3KPR8	unreviewed
ENSG00000169740	P17041	reviewed
ENSG00000108511	P17509	reviewed
ENSG00000186790	Q13461	reviewed
ENSG00000006704	Q9UHL9	reviewed
ENSG00000006704	E9PFE2	unreviewed
ENSG00000006704	H7C4Q8	unreviewed
ENSG00000178386	Q9UK11	reviewed
ENSG00000178386	K7EPW2	unreviewed
ENSG00000178386	K7EQ32	unreviewed
ENSG00000178386	K7ER65	unreviewed
ENSG00000164438	O43711	reviewed
ENSG00000164379	Q9C009	reviewed
ENSG00000156150	O95076	reviewed
ENSG00000156150	A0A3B3IS30	unreviewed
ENSG00000102804	Q15714	reviewed
ENSG00000102804	C9IZ15	unreviewed
ENSG00000102804	C9JYW3	unreviewed
ENSG00000102804	H7C4J9	unreviewed
ENSG00000106004	P20719	reviewed
ENSG00000080298	P48380	reviewed
ENSG00000080298	A9Z1Z2	unreviewed
ENSG00000080298	F6UGA0	unreviewed
ENSG00000080298	F6USP3	unreviewed
ENSG00000080298	F6UV76	unreviewed
ENSG00000080298	F6XM74	unreviewed
ENSG00000080298	H0Y790	unreviewed
ENSG00000080298	H0Y7W5	unreviewed
ENSG00000080298	H0Y7Z4	unreviewed
ENSG00000139515	P52945	reviewed
ENSG00000126767	P19419	reviewed
ENSG00000205903	A6NFI3	reviewed
ENSG00000205903	A0A087WZ61	unreviewed
ENSG00000090612	Q14587	reviewed
ENSG00000090612	A0A075B6T9	unreviewed
ENSG00000090612	A0A087WV54	unreviewed
ENSG00000090612	E7EV44	unreviewed
ENSG00000090612	F5H1T2	unreviewed
ENSG00000090612	F5H467	unreviewed
ENSG00000090612	F5H670	unreviewed
ENSG00000090612	F5H6R9	unreviewed
ENSG00000090612	F5H7L3	unreviewed
ENSG00000090612	F5H848	unreviewed
ENSG00000090612	K7EIF0	unreviewed
ENSG00000090612	K7EMS6	unreviewed
ENSG00000090612	K7EQP6	unreviewed
ENSG00000129194	O60248	reviewed
ENSG00000082175	P06401	reviewed
ENSG00000082175	A0A0J9YVP1	unreviewed
ENSG00000082175	Q8NG42	unreviewed
ENSG00000082175	Q8NG44	unreviewed
ENSG00000082175	Q8NG45	unreviewed
ENSG00000104447	Q9UHF7	reviewed
ENSG00000104447	A0A1D5RMP4	unreviewed
ENSG00000104447	C9J6L7	unreviewed
ENSG00000104447	E5RFF3	unreviewed
ENSG00000104447	E5RJ97	unreviewed
ENSG00000104447	E7EVN4	unreviewed
ENSG00000104447	F8W8T0	unreviewed
ENSG00000104447	H0YAV4	unreviewed
ENSG00000104447	H0YC29	unreviewed
ENSG00000103495	P56270	reviewed
ENSG00000103495	H3BPU3	unreviewed
ENSG00000103495	H3BQI4	unreviewed
ENSG00000103495	H3BQS2	unreviewed
ENSG00000103495	H3BRC5	unreviewed
ENSG00000103495	H3BTS8	unreviewed
ENSG00000103495	I3L0M3	unreviewed
ENSG00000103495	I3L2Z5	unreviewed
ENSG00000103495	I3L411	unreviewed
ENSG00000103495	I3L4D3	unreviewed
ENSG00000103495	I3L4Y2	unreviewed
ENSG00000148826	Q9C056	reviewed
ENSG00000119508	Q92570	reviewed
ENSG00000255009	P0CB47	reviewed
ENSG00000172216	P17676	reviewed
ENSG00000169131	O60765	reviewed
ENSG00000169131	E5RGC2	unreviewed
ENSG00000169131	E5RHT5	unreviewed
ENSG00000221869	P49716	reviewed
ENSG00000176293	P52742	reviewed
ENSG00000176293	M0R0N7	unreviewed
ENSG00000176293	Q8N9M3	unreviewed
ENSG00000119919	Q8TAU0	reviewed
ENSG00000181449	P48431	reviewed
ENSG00000185022	Q9ULX9	reviewed
ENSG00000185022	B0QY70	unreviewed
ENSG00000185022	B0QY71	unreviewed
ENSG00000119574	Q96K62	reviewed
ENSG00000119574	M0QZ57	unreviewed
ENSG00000119574	M0R1I4	unreviewed
ENSG00000197808	Q8TAF7	reviewed
ENSG00000197808	B4DRP8	unreviewed
ENSG00000197808	K7EIW1	unreviewed
ENSG00000197808	K7EJM1	unreviewed
ENSG00000197808	K7EKL0	unreviewed
ENSG00000197808	K7ESQ5	unreviewed
ENSG00000197808	X6RBI5	unreviewed
ENSG00000167182	Q02086	reviewed
ENSG00000167182	A0A1B0GTK3	unreviewed
ENSG00000167182	A0A1B0GV29	unreviewed
ENSG00000167182	A0A1B0GVH1	unreviewed
ENSG00000167182	A0A286YFJ7	unreviewed
ENSG00000258724	A0A0A6YYK5	unreviewed
ENSG00000103199	O60304	reviewed
ENSG00000103199	K7EIH1	unreviewed
ENSG00000103199	K7EJ94	unreviewed
ENSG00000103199	K7EM64	unreviewed
ENSG00000103199	K7EPZ1	unreviewed
ENSG00000103199	K7ERS9	unreviewed
ENSG00000119715	O95718	reviewed
ENSG00000119715	A0A2R8Y491	unreviewed
ENSG00000119715	A0A2R8Y509	unreviewed
ENSG00000119715	E7EWD9	unreviewed
ENSG00000171291	Q8NDP4	reviewed
ENSG00000171291	A0A0C4DG37	unreviewed
ENSG00000171291	A0A804HI69	unreviewed
ENSG00000171291	C9JMA7	unreviewed
ENSG00000106410	O60393	reviewed
ENSG00000106410	A0A2R8Y683	unreviewed
ENSG00000106410	A0A2R8Y8C8	unreviewed
ENSG00000171425	Q9P0T4	reviewed
ENSG00000171425	K7EM32	unreviewed
ENSG00000189190	Q6ZNG1	reviewed
ENSG00000189190	A0A3B3IT03	unreviewed
ENSG00000189190	A0A3B3ITH4	unreviewed
ENSG00000189190	A0A3B3ITY9	unreviewed
ENSG00000125812	Q9H116	reviewed
ENSG00000125812	Q5JXG1	unreviewed
ENSG00000278129	P17098	reviewed
ENSG00000105991	P49639	reviewed
ENSG00000105991	E7ERT8	unreviewed
ENSG00000178665	Q8N859	reviewed
ENSG00000178665	A0A8I5JYA4	unreviewed
ENSG00000178665	F8WD84	unreviewed
ENSG00000196233	Q96JN0	reviewed
ENSG00000196233	A0A6Q8PFF1	unreviewed
ENSG00000196233	A0A6Q8PFM6	unreviewed
ENSG00000196233	A0A6Q8PFM9	unreviewed
ENSG00000196233	A0A6Q8PFQ9	unreviewed
ENSG00000196233	A0A6Q8PFV7	unreviewed
ENSG00000196233	A0A6Q8PG56	unreviewed
ENSG00000196233	A0A6Q8PG71	unreviewed
ENSG00000196233	A0A6Q8PG83	unreviewed
ENSG00000196233	A0A6Q8PGD6	unreviewed
ENSG00000196233	A0A6Q8PGL8	unreviewed
ENSG00000196233	A0A6Q8PGP3	unreviewed
ENSG00000196233	A0A6Q8PGQ5	unreviewed
ENSG00000196233	A0A6Q8PGR8	unreviewed
ENSG00000196233	A0A6Q8PGV7	unreviewed
ENSG00000196233	A0A6Q8PH28	unreviewed
ENSG00000196233	A0A6Q8PHQ4	unreviewed
ENSG00000112242	O00716	reviewed
ENSG00000137265	Q15306	reviewed
ENSG00000137265	A0A8Q3WLL3	unreviewed
ENSG00000137265	A0A8Q3WLQ3	unreviewed
ENSG00000137265	F2Z3D5	unreviewed
ENSG00000186272	P17021	reviewed
ENSG00000186272	M0QZR3	unreviewed
ENSG00000186272	M0R2T2	unreviewed
ENSG00000135638	Q04741	reviewed
ENSG00000135638	A0A087WZF2	unreviewed
ENSG00000135638	F8W1B5	unreviewed
ENSG00000198440	Q96ND8	reviewed
ENSG00000198440	F5GZQ5	unreviewed
ENSG00000198440	I3L0C4	unreviewed
ENSG00000167157	Q99811	reviewed
ENSG00000137270	Q9NP62	reviewed
ENSG00000198517	O60675	reviewed
ENSG00000121297	Q63HK5	reviewed
ENSG00000121297	U3KQ78	unreviewed
ENSG00000099326	P28698	reviewed
ENSG00000099326	M0R1U5	unreviewed
ENSG00000099326	M0R2C0	unreviewed
ENSG00000122386	O95201	reviewed
ENSG00000122386	C9JEY6	unreviewed
ENSG00000122386	C9JS60	unreviewed
ENSG00000122386	I3L417	unreviewed
ENSG00000171161	Q499Z4	reviewed
ENSG00000171161	D6RD56	unreviewed
ENSG00000171161	D6RH11	unreviewed
ENSG00000118495	Q9UM63	reviewed
ENSG00000118495	A0A0D9SEQ4	unreviewed
ENSG00000118495	A0A0D9SFI7	unreviewed
ENSG00000118495	A0A0D9SFM8	unreviewed
ENSG00000118495	A0A0D9SGF7	unreviewed
ENSG00000118495	A0A3B3IRN7	unreviewed
ENSG00000118495	A1YLA1	unreviewed
ENSG00000118495	A1YLA2	unreviewed
ENSG00000258405	Q96N58	reviewed
ENSG00000258405	M0QZV4	unreviewed
ENSG00000197497	Q9H7R5	reviewed
ENSG00000197497	A0A3Q5AD24	unreviewed
ENSG00000101412	Q01094	reviewed
ENSG00000179627	B2RXF5	reviewed
ENSG00000234444	B4DX44	reviewed
ENSG00000234444	A0A1D5RMN6	unreviewed
ENSG00000196946	Q6ZN79	reviewed
ENSG00000196946	J3KPU9	unreviewed
ENSG00000196946	U3KQ42	unreviewed
ENSG00000253293	P31260	reviewed
ENSG00000112182	Q9BYV9	reviewed
ENSG00000112182	Q7Z6Q0	unreviewed
ENSG00000198146	Q6IQ21	reviewed
ENSG00000198146	H0YM59	unreviewed
ENSG00000164683	Q9Y5J3	reviewed
ENSG00000164683	A0A6I8PIY0	unreviewed
ENSG00000164683	A0A6I8PRC2	unreviewed
ENSG00000164683	A0A6I8PRS3	unreviewed
ENSG00000164683	A0A6I8PU82	unreviewed
ENSG00000164683	E5RHK6	unreviewed
ENSG00000083838	Q9NWS9	reviewed
ENSG00000083838	A0A0A0MR84	unreviewed
ENSG00000083838	M0R034	unreviewed
ENSG00000083838	M0R202	unreviewed
ENSG00000180479	Q7Z3V5	reviewed
ENSG00000180479	K7ELU5	unreviewed
ENSG00000180479	K7ERB9	unreviewed
ENSG00000111049	P13349	reviewed
ENSG00000106536	P78424	reviewed
ENSG00000106536	A0A669KBB9	unreviewed
ENSG00000106536	A0A6E1XZL4	unreviewed
ENSG00000106536	H7C2B2	unreviewed
ENSG00000122515	Q8NF64	reviewed
ENSG00000122515	C9JDA5	unreviewed
ENSG00000122515	E7EWM3	unreviewed
ENSG00000122515	F8WC48	unreviewed
ENSG00000268480	A0A5F9ZHS7	reviewed
ENSG00000170954	Q09FC8	reviewed
ENSG00000170954	M0QX59	unreviewed
ENSG00000170954	M0QXZ4	unreviewed
ENSG00000170954	M0QZ38	unreviewed
ENSG00000170954	M0QZA6	unreviewed
ENSG00000170954	M0R0D9	unreviewed
ENSG00000170954	M0R0R1	unreviewed
ENSG00000170954	M0R191	unreviewed
ENSG00000170954	M0R1N1	unreviewed
ENSG00000170954	M0R2I1	unreviewed
ENSG00000170954	M0R2T6	unreviewed
ENSG00000170954	M0R358	unreviewed
ENSG00000152443	Q68DI1	reviewed
ENSG00000152443	C9J7N9	unreviewed
ENSG00000152443	H7C4D2	unreviewed
ENSG00000171872	Q5JT82	reviewed
ENSG00000171872	A0A0U1RR65	unreviewed
ENSG00000125878	Q12870	reviewed
ENSG00000121406	Q6P9A3	reviewed
ENSG00000121406	M0QXN3	unreviewed
ENSG00000121406	M0R0L6	unreviewed
ENSG00000166823	Q9BRJ9	reviewed
ENSG00000143194	Q96JY0	reviewed
ENSG00000143194	E9JVC4	unreviewed
ENSG00000143194	X6RGB1	unreviewed
ENSG00000153814	Q86VZ6	reviewed
ENSG00000153814	A0A3B3ISK8	unreviewed
ENSG00000153814	C9JGY8	unreviewed
ENSG00000153814	C9JWY1	unreviewed
ENSG00000153814	F8WD35	unreviewed
ENSG00000153814	H0Y403	unreviewed
ENSG00000007372	P26367	reviewed
ENSG00000007372	A0A1W2PNS7	unreviewed
ENSG00000007372	A0A1W2PP27	unreviewed
ENSG00000007372	A0A1W2PP89	unreviewed
ENSG00000007372	A0A1W2PPG3	unreviewed
ENSG00000007372	A0A1W2PPH0	unreviewed
ENSG00000007372	A0A1W2PPJ2	unreviewed
ENSG00000007372	A0A1W2PPM5	unreviewed
ENSG00000007372	A0A1W2PPN2	unreviewed
ENSG00000007372	A0A1W2PQ31	unreviewed
ENSG00000007372	A0A1W2PQA8	unreviewed
ENSG00000007372	A0A1W2PQG3	unreviewed
ENSG00000007372	A0A1W2PQG7	unreviewed
ENSG00000007372	A0A1W2PQJ8	unreviewed
ENSG00000007372	A0A1W2PQL7	unreviewed
ENSG00000007372	A0A1W2PQM7	unreviewed
ENSG00000007372	A0A1W2PQW3	unreviewed
ENSG00000007372	A0A1W2PR58	unreviewed
ENSG00000007372	A0A1W2PRA4	unreviewed
ENSG00000007372	A0A1W2PRA8	unreviewed
ENSG00000007372	A0A1W2PRG3	unreviewed
ENSG00000007372	A0A1W2PRH6	unreviewed
ENSG00000007372	A0A1W2PRS6	unreviewed
ENSG00000007372	A0A1W2PRU4	unreviewed
ENSG00000007372	A0A1W2PRW7	unreviewed
ENSG00000007372	A0A1W2PS91	unreviewed
ENSG00000007372	A0A1W2PSA8	unreviewed
ENSG00000007372	A0A1W2PSB5	unreviewed
ENSG00000007372	A0A1X7SBT0	unreviewed
ENSG00000007372	B1B1I8	unreviewed
ENSG00000007372	B1B1I9	unreviewed
ENSG00000007372	B1B1J0	unreviewed
ENSG00000007372	D1KF47	unreviewed
ENSG00000007372	E9PKM0	unreviewed
ENSG00000176472	Q86XF7	reviewed
ENSG00000176472	B3KQ07	unreviewed
ENSG00000176472	M0R087	unreviewed
ENSG00000180626	Q96JF6	reviewed
ENSG00000180626	I3L508	unreviewed
ENSG00000117595	O14896	reviewed
ENSG00000117595	A0A2R8YHF3	unreviewed
ENSG00000117595	A0A8Q3WL17	unreviewed
ENSG00000117595	B1AJU4	unreviewed
ENSG00000163132	P28360	reviewed
ENSG00000197013	Q86V71	reviewed
ENSG00000197013	M0QYC4	unreviewed
ENSG00000197013	M0QZ47	unreviewed
ENSG00000250312	Q3SXZ3	reviewed
ENSG00000250312	A0A2R8Y4V3	unreviewed
ENSG00000196247	Q9UII5	reviewed
ENSG00000196247	A0A087WYK5	unreviewed
ENSG00000196247	A0A0B4J2G0	unreviewed
ENSG00000196247	A0A8C8KK49	unreviewed
ENSG00000196247	C9JSF9	unreviewed
ENSG00000182568	Q01826	reviewed
ENSG00000182568	A0A1D5RMP0	unreviewed
ENSG00000182568	C9IZC5	unreviewed
ENSG00000182568	C9J3I0	unreviewed
ENSG00000182568	C9J7F3	unreviewed
ENSG00000182568	C9JGL9	unreviewed
ENSG00000182568	C9JLL5	unreviewed
ENSG00000182568	C9JP21	unreviewed
ENSG00000182568	H0YN86	unreviewed
ENSG00000101126	Q9H2P0	reviewed
ENSG00000101126	A0A2R8Y6X0	unreviewed
ENSG00000101126	A0A2R8YCL6	unreviewed
ENSG00000101126	A0A669KBJ7	unreviewed
ENSG00000269825	A0A7P0TAN4	unreviewed
ENSG00000197062	Q16670	reviewed
ENSG00000197062	A0A024RCN4	unreviewed
ENSG00000197062	A0A087WXH0	unreviewed
ENSG00000197062	A0A087X2F1	unreviewed
ENSG00000197062	B4DMT1	unreviewed
ENSG00000072736	Q12968	reviewed
ENSG00000072736	F8VPH9	unreviewed
ENSG00000072736	H3BR83	unreviewed
ENSG00000072736	H3BRM3	unreviewed
ENSG00000072736	H3BRS1	unreviewed
ENSG00000072736	H3BU30	unreviewed
ENSG00000072736	I3L3K7	unreviewed
ENSG00000187098	O75030	reviewed
ENSG00000187098	A0A087WXU1	unreviewed
ENSG00000187098	A0A8I5KRZ6	unreviewed
ENSG00000187098	A0A8I5KSZ4	unreviewed
ENSG00000187098	A0A8I5KTU3	unreviewed
ENSG00000187098	C9J845	unreviewed
ENSG00000187098	C9JBI8	unreviewed
ENSG00000187098	C9K0S7	unreviewed
ENSG00000187098	E9PKJ8	unreviewed
ENSG00000067082	Q99612	reviewed
ENSG00000175832	P43268	reviewed
ENSG00000175832	B7Z5F4	unreviewed
ENSG00000175832	K7EMW0	unreviewed
ENSG00000107175	O43889	reviewed
ENSG00000136535	Q16650	reviewed
ENSG00000136535	H7C0B1	unreviewed
ENSG00000059728	Q05195	reviewed
ENSG00000059728	C9JBE8	unreviewed
ENSG00000059728	F8WBI0	unreviewed
ENSG00000197037	Q6NSZ9	reviewed
ENSG00000197037	A0A0C4DFN0	unreviewed
ENSG00000197037	C9K079	unreviewed
ENSG00000164256	Q9NQV7	reviewed
ENSG00000164256	A0A0U1RQY2	unreviewed
ENSG00000164256	D6RD68	unreviewed
ENSG00000198740	Q9Y2D9	reviewed
ENSG00000198740	D6RF85	unreviewed
ENSG00000175105	Q8IZM8	reviewed
ENSG00000149922	O95947	reviewed
ENSG00000108001	Q9H4W6	reviewed
ENSG00000108001	H0Y3W9	unreviewed
ENSG00000198040	P51523	reviewed
ENSG00000198040	F5H0T0	unreviewed
ENSG00000198040	F5H1B1	unreviewed
ENSG00000198040	F5H1R3	unreviewed
ENSG00000198040	F5H3F5	unreviewed
ENSG00000198040	F5H630	unreviewed
ENSG00000198040	F5H6X5	unreviewed
ENSG00000198040	J3KQ53	unreviewed
ENSG00000168874	Q96SQ7	reviewed
ENSG00000184659	Q8WXT5	reviewed
ENSG00000169926	Q9Y2Y9	reviewed
ENSG00000169926	H0YK05	unreviewed
ENSG00000169926	H0YKM8	unreviewed
ENSG00000225614	Q96JG9	reviewed
ENSG00000225614	A0AAA9X9E9	unreviewed
ENSG00000236104	O15209	reviewed
ENSG00000236104	A2AB93	unreviewed
ENSG00000009709	P23759	reviewed
ENSG00000009709	A0AAQ5BGJ6	unreviewed
ENSG00000009709	A0AAQ5BGK0	unreviewed
ENSG00000152433	Q8IVP9	reviewed
ENSG00000152433	M0QX63	unreviewed
ENSG00000152433	M0QYW2	unreviewed
ENSG00000152433	M0QZZ8	unreviewed
ENSG00000188171	Q68DY1	reviewed
ENSG00000188171	M0QY39	unreviewed
ENSG00000122145	Q9Y458	reviewed
ENSG00000122145	A0A0D9SGI2	unreviewed
ENSG00000188868	Q8TA94	reviewed
ENSG00000188868	A0A0C4DGQ9	unreviewed
ENSG00000188868	M0R1L6	unreviewed
ENSG00000188868	M0R1Q6	unreviewed
ENSG00000106031	P31271	reviewed
ENSG00000198342	Q9H7R0	reviewed
ENSG00000198342	C9JC15	unreviewed
ENSG00000184895	Q05066	reviewed
ENSG00000189420	A6NM28	reviewed
ENSG00000105516	Q10586	reviewed
ENSG00000105516	M0QXP1	unreviewed
ENSG00000105516	M0QXW3	unreviewed
ENSG00000004848	Q96QS3	reviewed
ENSG00000004848	A0A1B0GUI3	unreviewed
ENSG00000174306	Q9H4I2	reviewed
ENSG00000174306	A0A0A0MST6	unreviewed
ENSG00000174306	A0A0A0MSU5	unreviewed
ENSG00000174306	F6UBH9	unreviewed
ENSG00000174306	F6UQN6	unreviewed
ENSG00000174306	H0Y6F5	unreviewed
ENSG00000174306	H0YLR4	unreviewed
ENSG00000174306	H0YNY7	unreviewed
ENSG00000257184	D6RAR5	unreviewed
ENSG00000067646	P08048	reviewed
ENSG00000067646	C9JQM1	unreviewed
ENSG00000157613	Q96BA8	reviewed
ENSG00000157613	E9PK33	unreviewed
ENSG00000157613	H0YEU7	unreviewed
ENSG00000130182	Q96SZ4	reviewed
ENSG00000130182	I3L0Q3	unreviewed
ENSG00000130182	I3L1J3	unreviewed
ENSG00000130182	I3NI43	unreviewed
ENSG00000122877	P11161	reviewed
ENSG00000122877	A0A1B0GUL0	unreviewed
ENSG00000122877	A0A8I5KVU0	unreviewed
ENSG00000122877	A0A8I5KYI5	unreviewed
ENSG00000122877	A0A8I5QL03	unreviewed
ENSG00000196456	Q96BV0	reviewed
ENSG00000196456	C9JAM7	unreviewed
ENSG00000196456	C9JVG2	unreviewed
ENSG00000133937	P56915	reviewed
ENSG00000125816	Q9H2Z4	reviewed
ENSG00000100968	Q14934	reviewed
ENSG00000100968	G3V4K1	unreviewed
ENSG00000100968	G3V4U6	unreviewed
ENSG00000100968	G3V5H0	unreviewed
ENSG00000130584	Q86UZ6	reviewed
ENSG00000130584	A0A494BZW5	unreviewed
ENSG00000174963	Q8N9L1	reviewed
ENSG00000174963	C9J6T3	unreviewed
ENSG00000174963	C9JD04	unreviewed
ENSG00000174963	C9JZU7	unreviewed
ENSG00000068305	Q02078	reviewed
ENSG00000068305	A0A8I5KPE6	unreviewed
ENSG00000068305	A0A8I5KVQ4	unreviewed
ENSG00000068305	H0YKY6	unreviewed
ENSG00000068305	H0YM62	unreviewed
ENSG00000068305	H0YNI2	unreviewed
ENSG00000125968	P41134	reviewed
ENSG00000104804	O00295	reviewed
ENSG00000104804	A0A9L9PX91	unreviewed
ENSG00000104804	A0A9L9PXV8	unreviewed
ENSG00000104804	E5RH05	unreviewed
ENSG00000104804	E5RHR0	unreviewed
ENSG00000104804	E5RIF7	unreviewed
ENSG00000174197	Q8IWI9	reviewed
ENSG00000174197	A0A8C8P5L8	unreviewed
ENSG00000174197	A0A994J443	unreviewed
ENSG00000174197	A0A994J4J1	unreviewed
ENSG00000174197	A0A994J6L2	unreviewed
ENSG00000174197	H3BP52	unreviewed
ENSG00000174197	H3BU53	unreviewed
ENSG00000101057	P10244	reviewed
ENSG00000166704	Q8WXB4	reviewed
ENSG00000166704	F8VVX5	unreviewed
ENSG00000166704	F8VZC9	unreviewed
ENSG00000166704	F8VZG6	unreviewed
ENSG00000166704	F8W1C8	unreviewed
ENSG00000166704	F8W1H2	unreviewed
ENSG00000130338	Q9NRJ4	reviewed
ENSG00000130338	A0A087WYH3	unreviewed
ENSG00000102145	P15976	reviewed
ENSG00000102145	A0A8Q3SIN3	unreviewed
ENSG00000102145	A0A8Q3SIP6	unreviewed
ENSG00000102145	A0A8Q3SIT6	unreviewed
ENSG00000102145	B7WNQ9	unreviewed
ENSG00000189299	Q6PJQ5	reviewed
ENSG00000106546	P35869	reviewed
ENSG00000106546	A0A2R8Y7G1	unreviewed
ENSG00000120093	P14651	reviewed
ENSG00000120093	C9J2I3	unreviewed
ENSG00000120093	F8VXG0	unreviewed
ENSG00000120093	F8W1L2	unreviewed
ENSG00000159882	Q9UIE0	reviewed
ENSG00000159882	K7EJU4	unreviewed
ENSG00000159882	K7ELA7	unreviewed
ENSG00000159882	K7EMK6	unreviewed
ENSG00000185630	P40424	reviewed
ENSG00000185630	A0A8V8TPF7	unreviewed
ENSG00000185630	F8WA05	unreviewed
ENSG00000185630	H0YKH1	unreviewed
ENSG00000185630	H0YLB0	unreviewed
ENSG00000185630	H0YLD4	unreviewed
ENSG00000185630	H0YLF5	unreviewed
ENSG00000185630	H0YLM3	unreviewed
ENSG00000185630	H0YLT4	unreviewed
ENSG00000185630	S4R377	unreviewed
ENSG00000057935	Q9BTC8	reviewed
ENSG00000057935	C9JR73	unreviewed
ENSG00000057935	E7EQY4	unreviewed
ENSG00000057935	E7EV10	unreviewed
ENSG00000057935	E9PCS8	unreviewed
ENSG00000057935	E9PF88	unreviewed
ENSG00000057935	F6RRE2	unreviewed
ENSG00000110925	Q9H175	reviewed
